Updated best error: 6176.125507479194. was found in iteration 0, time 6.909471704169846
Epochs 0, rate 6176.125507479194, time 6.921974560202216
Updated best error: 4441.792563053069. was found in iteration 1, time 6.386876808883244
Epochs 1, rate 4441.792563053069, time 6.427253622870921
Epochs 2, rate 4505.978270640256, time 6.329994827447081
Updated best error: 4348.248923073367. was found in iteration 3, time 6.2808008704014355
Epochs 3, rate 4348.248923073367, time 6.292748751617182
Epochs 4, rate 4471.621756057806, time 6.295478176503821
Updated best error: 4295.012506694012. was found in iteration 5, time 6.260591439287964
Epochs 5, rate 4295.012506694012, time 6.272542412287294
Epochs 6, rate 4396.862983800857, time 6.2839260433465824
Epochs 7, rate 4311.377582299634, time 6.280721102430107
Epochs 8, rate 4312.3511555584055, time 6.274136534935678
Epochs 9, rate 4301.060719113576, time 6.258800679326669
Epochs 10, rate 4307.255742764861, time 6.2559392353614385
Epochs 11, rate 4397.382308186095, time 6.26253647916019
Epochs 12, rate 4362.926385456873, time 6.252463763546984
Epochs 13, rate 4300.9232378083225, time 6.301931034096924
Epochs 14, rate 4301.46189627306, time 6.268428178373142
Epochs 15, rate 4325.763632295036, time 6.28259688639082
Epochs 16, rate 4402.14765648888, time 6.29572891999851
Epochs 17, rate 4343.348721525567, time 6.265620222231519
Epochs 18, rate 4339.945680495782, time 6.278226034595718
Epochs 19, rate 4307.252223101589, time 6.253915045879694
Epochs 20, rate 4302.342863518381, time 6.256367137946654
Epochs 21, rate 4306.612509412745, time 6.259820039755141
Epochs 22, rate 4305.3935813169755, time 6.268492487433832
Epochs 23, rate 4326.47817477889, time 6.2749252484463796
Epochs 24, rate 4347.1539502639, time 6.2702687160235655
Epochs 25, rate 4461.355517449744, time 6.274204554134485
Epochs 26, rate 4308.835510010853, time 6.319674769296398
Epochs 27, rate 4308.103683523349, time 6.324407359552424
Epochs 28, rate 4319.174940198976, time 6.557373420138902
Epochs 29, rate 4307.361857395621, time 6.386046974675992
Epochs 30, rate 4344.696604040916, time 6.375712385150109
Epochs 31, rate 4352.802457851765, time 6.53399429442652
Epochs 32, rate 4306.679401073354, time 6.395856579663814
Epochs 33, rate 4305.81010975807, time 6.478643363290757
Epochs 34, rate 4303.58901802604, time 6.394865045273036
Epochs 35, rate 4308.054485201256, time 6.523368768244836
Epochs 36, rate 4298.206614167402, time 6.440862409221154
Epochs 37, rate 4477.930642216669, time 6.397705155945005
Epochs 38, rate 4510.228741204463, time 6.383787191429292
Epochs 39, rate 4343.504762956368, time 6.394630688220786
Epochs 40, rate 4310.209891881272, time 6.3779768060740025
Epochs 41, rate 4309.842655239858, time 6.38043353581088
Epochs 42, rate 4308.674217252224, time 7.20896950606766
Epochs 43, rate 4336.540378319944, time 7.27267474054679
Epochs 44, rate 4318.900136164832, time 7.659402216373564
Epochs 45, rate 4379.877013635929, time 6.9013406274643785
Epochs 46, rate 4310.816849789512, time 6.572801101665391
Epochs 47, rate 4310.792390408146, time 6.43003004284401
Epochs 48, rate 4310.765167469057, time 6.383177492076356
Epochs 49, rate 4310.734559003548, time 6.398927955611725
Epochs 50, rate 4310.699647243656, time 6.419330623077258
Epochs 51, rate 4310.6591494912955, time 6.387120441286243
Epochs 52, rate 4310.611207259366, time 6.380568337495788
Epochs 53, rate 4310.553007059296, time 6.4073901621341065
Epochs 54, rate 4310.480049228209, time 6.378715741899214
Epochs 55, rate 4310.384607046557, time 6.384212929766363
