Updated best error: 2166.291166778541. was found in iteration 0, time 3.708487033531128
Epochs 0, rate 2166.291166778541, time 3.718540270921949
Updated best error: 1876.5965114632074. was found in iteration 1, time 3.8186923556568217
Epochs 1, rate 1876.5965114632074, time 3.829045495876926
Epochs 2, rate 1911.5337273910943, time 3.723877613672812
Epochs 3, rate 1889.7846221893494, time 3.724777940515196
Epochs 4, rate 1887.5499072086834, time 3.7186729083550745
Epochs 5, rate 1897.6321675736092, time 3.7172967563165003
Updated best error: 1828.6758646038718. was found in iteration 6, time 3.7227834321311093
Epochs 6, rate 1828.6758646038718, time 3.73571944678406
Updated best error: 1795.0296321838812. was found in iteration 7, time 3.727260022860719
Epochs 7, rate 1795.0296321838812, time 3.73724214926915
Epochs 8, rate 1812.561484333439, time 3.7247324913187185
Epochs 9, rate 1878.0519111397546, time 3.7206145472664502
Epochs 10, rate 1872.7187480353803, time 3.728757063559897
Epochs 11, rate 1847.4119894485948, time 3.7343321643274976
Epochs 12, rate 1837.7972230088494, time 3.7213618309033336
Epochs 13, rate 1845.9115830099909, time 3.7306875720605603
Epochs 14, rate 1845.0738261948993, time 3.724202559933474
Epochs 15, rate 1871.781566063078, time 3.72608761923766
Epochs 16, rate 1834.610250793325, time 3.732547897110635
Epochs 17, rate 1844.8163937325942, time 3.768002594624704
Updated best error: 1733.2462778255115. was found in iteration 18, time 3.7306980841167388
Epochs 18, rate 1733.2462778255115, time 3.7410206156928325
Epochs 19, rate 1875.932243050764, time 3.740864480714663
Epochs 20, rate 1915.2195019900375, time 3.6852223037421936
Epochs 21, rate 1792.96132620456, time 3.7228502146099345
Epochs 22, rate 1945.1882039201887, time 3.7208000541722868
Epochs 23, rate 1956.5652548771998, time 3.888500148867024
Epochs 24, rate 1922.520842153201, time 3.7458941911900183
Epochs 25, rate 1923.1847638413726, time 3.7575900922020082
Epochs 26, rate 1824.3518633244234, time 3.7676043731407844
Epochs 27, rate 1911.9286652355113, time 3.7463724898261717
Epochs 28, rate 1781.8078449654333, time 3.744883487750485
Epochs 29, rate 1868.0561208087665, time 3.741901464294642
Epochs 30, rate 1868.4397878736943, time 3.785878348906408
Epochs 31, rate 1822.2782807359313, time 3.7330691715105786
Epochs 32, rate 1874.0796421648017, time 3.7386155187050463
Epochs 33, rate 1865.0962326999372, time 3.740306414110819
Epochs 34, rate 1871.8407584111917, time 3.7730301408519153
Epochs 35, rate 1870.91835958548, time 3.768122555753507
Epochs 36, rate 1867.407160909327, time 3.7391259718642686
Epochs 37, rate 1864.823161442123, time 3.743295857842895
Epochs 38, rate 1862.4747696757183, time 3.732881500349322
Epochs 39, rate 1860.1989505807996, time 3.8919626351998886
Epochs 40, rate 1854.4638478244638, time 3.8361266035135486
Epochs 41, rate 1853.0699495542767, time 3.791628135331848
Epochs 42, rate 1855.7029602107245, time 3.7347424437612062
Epochs 43, rate 1853.834157896564, time 3.7398049271287164
Epochs 44, rate 1852.1091438776532, time 3.7858424842343084
Epochs 45, rate 1847.496094045199, time 3.7236364546988625
Epochs 46, rate 1845.0344083702028, time 3.74345663049462
Epochs 47, rate 1848.4622537215992, time 3.7477387481558253
Epochs 48, rate 1883.2009565701376, time 3.753063414602366
Epochs 49, rate 1996.6595704388267, time 3.7892975502909394
Epochs 50, rate 1984.1795971791312, time 3.7459059399625403
Epochs 51, rate 1982.5949940814342, time 3.7342678552740836
Epochs 52, rate 1981.9540603695032, time 3.745696317164402
Epochs 53, rate 1981.3411364044061, time 3.7423216374299955
Epochs 54, rate 1980.7377268014893, time 3.7380453941586893
Epochs 55, rate 1980.1194951938894, time 3.7334788325824775
Epochs 56, rate 1979.3900974321812, time 3.733363199949963
Epochs 57, rate 1985.3289490790764, time 3.770894028872135
Epochs 58, rate 1900.6011051199844, time 3.746333224189584
Epochs 59, rate 1829.4643555794692, time 3.7389562330426998
Epochs 60, rate 1912.0275035384104, time 3.7363993295803084
Epochs 61, rate 1923.8575560354625, time 3.728162823113962
Epochs 62, rate 1940.8072007647154, time 3.7504326175549068
Epochs 63, rate 1935.8878937410884, time 3.7362827694087173
Epochs 64, rate 1899.0873698518883, time 3.766410327043559
Epochs 65, rate 1981.430516878259, time 3.7481715975955012
Epochs 66, rate 2054.97732552759, time 3.7681766619280097
Epochs 67, rate 2039.2636492250858, time 3.740884577295219
Epochs 68, rate 2031.526135262611, time 3.768889317616413
Epochs 69, rate 2007.9171018084867, time 3.7456508679752005
Epochs 70, rate 1994.9359435140684, time 3.749183846921369
Epochs 71, rate 1985.0363463843473, time 3.747067831529421
Epochs 72, rate 2029.168494583205, time 3.746526151371654
Epochs 73, rate 2029.303938740925, time 3.743346563067462
Epochs 74, rate 2029.3415379289788, time 3.74183437263855
Epochs 75, rate 2028.660601485967, time 3.789128739008447
Epochs 76, rate 2044.8432844675785, time 3.7512871860162704
Epochs 77, rate 2043.840638710202, time 3.7322714918263955
Epochs 78, rate 2043.0198775352048, time 3.7413486537334393
Epochs 79, rate 2042.2849694021477, time 3.7391228800843237
Epochs 80, rate 2041.620565350801, time 3.8141962867084658
Epochs 81, rate 2041.012328510022, time 3.7769378437442356
Epochs 82, rate 2040.4313009857353, time 3.7394481355149765
Epochs 83, rate 2039.4120100737914, time 3.7400544339107
Epochs 84, rate 2020.7961554931146, time 3.746982498349098
Epochs 85, rate 2021.6884352329894, time 3.742811684831395
Epochs 86, rate 2021.304091479758, time 3.742199821230315
Epochs 87, rate 2020.7631940246708, time 3.775448841683101
Epochs 88, rate 2013.7433974816947, time 3.738624794052157
Epochs 89, rate 2001.6587030910657, time 3.7520728077506647
Epochs 90, rate 1988.6317174273183, time 3.6875491786486236
Epochs 91, rate 1998.6471098018883, time 3.7058921011412167
Epochs 92, rate 1980.1234498818303, time 3.955572642800689
Epochs 93, rate 1978.6591140878406, time 3.8200323338533053
Epochs 94, rate 1952.652405939885, time 3.746540991924121
Epochs 95, rate 1943.681760166562, time 3.8099679660517722
Epochs 96, rate 1957.2224031461249, time 3.7711231298962957
Epochs 97, rate 1955.448460075527, time 3.7916708019256475
Epochs 98, rate 1912.256271537521, time 3.7368664977911976
Epochs 99, rate 1920.429375798941, time 3.7626355707616312
