Updated best error: 27901.169440884936. was found in iteration 0, time 1.670361964177573
Epochs 0, rate 27901.169440884936, time 1.6806999546533916
Updated best error: 25166.291848261993. was found in iteration 1, time 1.7197401913872454
Epochs 1, rate 25166.291848261993, time 1.7280904754297808
Updated best error: 25130.239118757094. was found in iteration 2, time 1.70166130704456
Epochs 2, rate 25130.239118757094, time 1.713280841067899
Updated best error: 25074.411573664947. was found in iteration 3, time 1.746359195181867
Epochs 3, rate 25074.411573664947, time 1.7558970325626433
Epochs 4, rate 25075.557029204767, time 1.7179398468870204
Epochs 5, rate 25110.168653740227, time 1.7138577675505076
Epochs 6, rate 25101.95187700742, time 1.6847263819363434
Epochs 7, rate 25082.632746334195, time 1.6801483807794284
Epochs 8, rate 25093.459280035735, time 1.6877566371986177
Epochs 9, rate 25075.368954664187, time 1.6913891715521459
Epochs 10, rate 25084.642392090886, time 1.7337014408549294
Epochs 11, rate 25074.96263876544, time 1.7081926959217526
Epochs 12, rate 25091.72690727587, time 1.7185347057238687
Epochs 13, rate 25087.02272385967, time 1.6858793073624838
Epochs 14, rate 25079.221599320987, time 1.7075554796901997
Updated best error: 25066.805324249177. was found in iteration 15, time 1.6848110967839602
Epochs 15, rate 25066.805324249177, time 1.6937834472919349
Epochs 16, rate 25070.85572817222, time 1.6911068918416277
Epochs 17, rate 25081.424460452447, time 1.694502904865658
Epochs 18, rate 25081.860536531603, time 1.7384071326232515
Updated best error: 25064.594452413876. was found in iteration 19, time 1.7180743394128513
Epochs 19, rate 25064.594452413876, time 1.7282725813856814
Epochs 20, rate 25078.228141321095, time 1.6958509217074607
Epochs 21, rate 25078.18752755863, time 1.7049160256574396
Epochs 22, rate 25085.966323590943, time 1.704540992534021
Epochs 23, rate 25078.81432537345, time 1.6949675996729638
Epochs 24, rate 25087.83696213601, time 1.7086252361768857
Epochs 25, rate 25081.497183847878, time 1.7139424823690206
Epochs 26, rate 25069.4218885918, time 1.6955593666934874
Epochs 27, rate 25087.051988357292, time 1.7441399142553564
Epochs 28, rate 25081.441059751018, time 1.7314796865102835
Epochs 29, rate 25068.96594183105, time 1.748315365461167
Epochs 30, rate 25086.716056929832, time 1.7174371232104022
Epochs 31, rate 25074.273770621458, time 1.715318634378491
Epochs 32, rate 25071.30302778161, time 1.7128340786148328
Epochs 33, rate 25072.330825800847, time 1.68581437994726
Epochs 34, rate 25071.343795371955, time 1.6923398943908978
Epochs 35, rate 25074.07130364583, time 1.6901456569321454
Epochs 36, rate 25073.811110505336, time 1.7163138789182995
Epochs 37, rate 25076.4388896262, time 1.689617271447787
Epochs 38, rate 25070.425782806655, time 1.7072515575564466
Epochs 39, rate 25078.326866931424, time 1.7218141585763078
Epochs 40, rate 25071.121577016274, time 1.7452467721013818
Epochs 41, rate 25072.120186307216, time 1.817142445477657
Epochs 42, rate 25075.77919730978, time 1.741866836353438
Epochs 43, rate 25079.60591547328, time 1.6893142768240068
Epochs 44, rate 25072.135458607754, time 1.6961035202839412
Epochs 45, rate 25081.649864756164, time 1.687717680761125
Epochs 46, rate 25082.598189931003, time 1.7446853045548778
Epochs 47, rate 25073.71930514432, time 1.6793324596073944
Epochs 48, rate 25069.993184338473, time 1.693122424359899
Epochs 49, rate 25072.029040699665, time 1.7046334368060343
Epochs 50, rate 25070.244057691638, time 1.7295930813415907
Epochs 51, rate 25072.195986873747, time 1.701617712940788
Epochs 52, rate 25072.80860581854, time 1.7078798075963277
Epochs 53, rate 25074.998765636294, time 1.6914377124921884
Epochs 54, rate 25071.606413593767, time 1.6933400857669767
Epochs 55, rate 25073.934953537035, time 1.6816302717488725
Epochs 56, rate 25087.375371541195, time 1.6825237966550048
Epochs 57, rate 25081.134013275627, time 1.6877612748648971
Epochs 58, rate 25076.408137577793, time 1.688485988532193
Epochs 59, rate 25076.58818275416, time 1.6888084613601677
Epochs 60, rate 25071.278726214015, time 1.717400021821959
Epochs 61, rate 25070.915679850932, time 1.710252440883778
Epochs 62, rate 25073.763863332795, time 1.7043848575558513
Epochs 63, rate 25078.540766949416, time 1.6886180076107848
Epochs 64, rate 25076.62712744817, time 1.6941176688997075
Epochs 65, rate 25071.931578325723, time 1.6972555181127973
Epochs 66, rate 25065.953910318127, time 1.7025758560921531
Epochs 67, rate 25080.85569759568, time 1.704116800101474
Epochs 68, rate 25069.01834974786, time 1.7092408098978922
Epochs 69, rate 25074.650508122453, time 1.6942320647940505
Epochs 70, rate 25077.592346980753, time 1.690699395025149
Epochs 71, rate 25068.325405592648, time 1.7085117677925155
Epochs 72, rate 25079.695377479646, time 1.710902024206007
Epochs 73, rate 25082.86738123458, time 1.7243961054482497
Epochs 74, rate 25082.890177953523, time 1.6947097450611182
Epochs 75, rate 25083.668800472547, time 1.6871441552357282
Epochs 76, rate 25076.418712968407, time 1.6938471379689872
Epochs 77, rate 25070.684484253474, time 1.7301267228613142
Epochs 78, rate 25071.849178538916, time 1.913449899700936
Epochs 79, rate 25074.43466034848, time 2.2539635868452024
Epochs 80, rate 25070.376017788003, time 1.8886717427521944
Epochs 81, rate 25085.107858274656, time 1.8724303042690735
Epochs 82, rate 25077.64874481331, time 1.9034721017815173
Epochs 83, rate 25073.14006815436, time 1.9098315875744447
Epochs 84, rate 25076.140678374977, time 1.6907813272555359
Epochs 85, rate 25076.03182194242, time 1.73248667982989
Epochs 86, rate 25078.992926828574, time 1.7033518933167215
Epochs 87, rate 25070.98968527232, time 1.6404709278431255
Epochs 88, rate 25071.467860341145, time 1.6755326598940883
Epochs 89, rate 25083.62411185284, time 1.727294960001018
Epochs 90, rate 25071.98274052235, time 1.6935456892824732
Epochs 91, rate 25078.206743296767, time 1.6742631742963567
Epochs 92, rate 25069.35253621743, time 1.644837141939206
Epochs 93, rate 25076.875107545915, time 1.6427538994175848
Epochs 94, rate 25070.847273346288, time 1.6964949398534372
Epochs 95, rate 25073.66429207095, time 1.687211865268182
Epochs 96, rate 25070.30128746776, time 1.708130860264646
Epochs 97, rate 25077.94212657798, time 1.717116814601468
Epochs 98, rate 25072.024476073057, time 1.6926617488788906
Epochs 99, rate 25077.94466069082, time 1.6674402304633986
