Updated best error: 19694.517554132075. was found in iteration 0, time 1.0605055495689157
Epochs 0, rate 19694.517554132075, time 1.0684662691201083
Epochs 1, rate 19878.359713874248, time 1.0554096749983728
Epochs 2, rate 19744.99027950591, time 1.0774287259264383
Epochs 3, rate 19999.016957206433, time 1.0709236172260717
Epochs 4, rate 19947.17832924809, time 1.0605782064667437
Epochs 5, rate 19883.103732075564, time 1.05719548810157
Epochs 6, rate 19957.5966056454, time 1.0582773025380448
Epochs 7, rate 19916.43397261301, time 1.064245987101458
Epochs 8, rate 19909.400781317385, time 1.054757309058914
Epochs 9, rate 19899.677066651657, time 1.0560920312127564
Epochs 10, rate 19827.168440932022, time 1.0607210467860568
Epochs 11, rate 19876.399930490767, time 1.0579999696929008
Epochs 12, rate 19958.00752063869, time 1.059597802493954
Epochs 13, rate 20016.198900677617, time 1.0610169302963186
Epochs 14, rate 19768.357046658803, time 1.0712621673301328
Epochs 15, rate 19871.95527847548, time 1.0689393117208965
Epochs 16, rate 20003.931571867313, time 1.05684766266495
Epochs 17, rate 20018.312094580386, time 1.0643693491874728
Epochs 18, rate 19949.63021705686, time 1.0654032409947831
Epochs 19, rate 19749.444672240388, time 1.0677811302884948
Epochs 20, rate 19827.527119712664, time 1.0582986358203925
Epochs 21, rate 19965.649502536387, time 1.0616430160880554
Epochs 22, rate 19916.03419244406, time 1.071919789275853
Epochs 23, rate 19988.713564034995, time 1.0682974578230642
Epochs 24, rate 19978.307491077456, time 1.0612370651215315
Epochs 25, rate 19965.625707941093, time 1.0645607304759324
Epochs 26, rate 20097.213154693916, time 1.062340522010345
Epochs 27, rate 19956.403499721837, time 1.0655216562445275
Epochs 28, rate 19844.370163669104, time 1.0728213528345805
Epochs 29, rate 19801.995933307164, time 1.0582262881216593
Epochs 30, rate 19990.35297298909, time 1.0648396092001349
Epochs 31, rate 19956.328163752347, time 1.0678995455382392
Epochs 32, rate 19821.43838770004, time 1.0564893251575995
Epochs 33, rate 19897.438274778207, time 1.0579375156958122
Epochs 34, rate 19973.35778162077, time 1.065336149331415
Epochs 35, rate 19966.497639948295, time 1.059876062819967
Epochs 36, rate 19914.258674509372, time 1.0668365909950808
Epochs 37, rate 19942.116309261794, time 1.068300240469398
Epochs 38, rate 20069.232384549552, time 1.06509931886103
Epochs 39, rate 19993.175547897557, time 1.0813302452734206
Epochs 40, rate 19907.3054292697, time 1.0689649735286366
Epochs 41, rate 20034.71830608222, time 1.1075992593250703
Epochs 42, rate 19909.92078024154, time 1.0650226426660083
Epochs 43, rate 19995.125379896934, time 1.0601598884095438
Epochs 44, rate 20045.86904967609, time 1.0667905234440695
Epochs 45, rate 19967.409594541685, time 1.0664782534877304
Epochs 46, rate 19776.93244419562, time 1.0715769107046071
Epochs 47, rate 19896.41294718571, time 1.0781679709325545
Epochs 48, rate 19924.5945341095, time 1.0764025635726284
Epochs 49, rate 19900.966253446783, time 1.0692648763360921
Epochs 50, rate 19931.30666659386, time 1.0647697349195369
Epochs 51, rate 19925.732812767917, time 1.0642886536952574
Epochs 52, rate 19877.327034350474, time 1.0623204254661687
Epochs 53, rate 19931.269315098227, time 1.0646411167981569
Epochs 54, rate 19878.882865808144, time 1.0646973872499075
Epochs 55, rate 19943.820196962995, time 1.0724704356107395
Epochs 56, rate 19958.015637153923, time 1.071779113233788
Epochs 57, rate 20082.32724135928, time 1.0655989507795312
Epochs 58, rate 19989.723963203407, time 1.0650529421400279
Epochs 59, rate 19930.766704226626, time 1.066695914923912
Epochs 60, rate 19892.233067051537, time 1.0593195421388373
Epochs 61, rate 20033.88253425157, time 1.083764404989779
Epochs 62, rate 19972.291625746642, time 1.068253554549301
Epochs 63, rate 19897.81389530987, time 1.0607566022663377
Epochs 64, rate 19975.07826765393, time 1.0645332136191428
Epochs 65, rate 19812.02600238298, time 1.0780050340399612
Epochs 66, rate 20009.346578135803, time 1.0654378689650912
Epochs 67, rate 19894.72162796889, time 1.0655729798018
Epochs 68, rate 19793.702613325426, time 1.0699537252949085
Epochs 69, rate 19895.52367555208, time 1.063793659413932
Epochs 70, rate 19937.56038031493, time 1.066196282976307
Epochs 71, rate 19900.872310137063, time 1.0655309315770864
Epochs 72, rate 19936.107995580678, time 1.071872794185765
Epochs 73, rate 19925.702491907796, time 1.0652647291717585
Epochs 74, rate 19931.423197885822, time 1.0616875377309043
Epochs 75, rate 19848.79571928115, time 1.0753300245269202
Epochs 76, rate 19992.980034723332, time 1.0622072662517894
