Updated best error: 18535.602244003076. was found in iteration 0, time 3.018193898635218
Epochs 0, rate 18535.602244003076, time 3.027755233546486
Updated best error: 18432.872929599136. was found in iteration 1, time 3.015892685507424
Epochs 1, rate 18432.872929599136, time 3.0256435466289986
Updated best error: 18235.06483527629. was found in iteration 2, time 2.957470069231931
Epochs 2, rate 18235.06483527629, time 2.9662937050452456
Epochs 3, rate 18323.304201385465, time 2.9678875185200013
Epochs 4, rate 18327.08226434116, time 2.968353759206366
Epochs 5, rate 18360.75475087762, time 2.960884632950183
Epochs 6, rate 18381.84685116715, time 2.992443376337178
Epochs 7, rate 18238.365789026706, time 2.9658212807844393
Epochs 8, rate 18288.66189437451, time 2.968707768188324
Epochs 9, rate 18446.82900617957, time 2.9630961844231933
Epochs 10, rate 18315.450371254617, time 2.968628309405176
Epochs 11, rate 18440.70868983481, time 2.9680736437730957
Epochs 12, rate 18432.05381174759, time 2.9968584406014998
Epochs 13, rate 18484.764334589585, time 2.985670828493312
Epochs 14, rate 18356.796767163458, time 3.0259919904347043
Epochs 15, rate 18386.176900186023, time 2.964509128622012
Epochs 16, rate 18609.4799406411, time 2.976368584902957
Epochs 17, rate 18429.647932235806, time 2.962568108079722
Epochs 18, rate 18304.83469102824, time 2.9716761878225952
Epochs 19, rate 18358.606139057174, time 2.9856562971544918
Epochs 20, rate 18486.952188813913, time 2.9519966880907305
Epochs 21, rate 18453.021822244686, time 2.99065447144676
Epochs 22, rate 18471.739989985905, time 2.96302105410723
Epochs 23, rate 18511.18265236108, time 2.963977651350433
Epochs 24, rate 18541.86419130765, time 2.9710940053337254
Epochs 25, rate 18547.335145107623, time 2.992798003688222
Epochs 26, rate 18372.565618800683, time 2.955169474473223
Epochs 27, rate 18287.46150663662, time 2.970675068878336
Epochs 28, rate 18469.885224111604, time 2.9780922532081604
Epochs 29, rate 18559.068787740147, time 2.9652972237963695
Epochs 30, rate 18341.28281989378, time 2.9737980775826145
Epochs 31, rate 18593.02531542543, time 2.9642509648692794
Epochs 32, rate 18546.422676298884, time 2.972332263860153
Epochs 33, rate 18446.100985161618, time 2.968578222527867
Epochs 34, rate 18488.542627374234, time 2.9689455261977855
Epochs 35, rate 18408.348813401848, time 2.986179735773476
Epochs 36, rate 18381.336713651715, time 2.988310591725167
Epochs 37, rate 18404.825815198434, time 2.957818203838542
Epochs 38, rate 18410.740402207022, time 2.9958798917068634
Epochs 39, rate 18261.138307531324, time 3.0476941337401513
Epochs 40, rate 18448.41641000016, time 3.6195126671809703
Epochs 41, rate 18449.062778018964, time 2.9815726718807127
Epochs 42, rate 18351.170845422155, time 2.9614417720003985
Epochs 43, rate 18580.63342610573, time 2.970113601331832
Epochs 44, rate 18576.093673363957, time 2.965699464577483
Epochs 45, rate 18465.88842582972, time 2.981004711560672
Epochs 46, rate 18412.25398246919, time 2.9674778574262746
Epochs 47, rate 18491.225432095016, time 2.994308029883541
Epochs 48, rate 18356.070858785737, time 2.953916066180682
Epochs 49, rate 18505.722578163164, time 2.981876284815371
Epochs 50, rate 18453.050636594635, time 2.948834722948959
Epochs 51, rate 18287.179022770433, time 2.98744798466214
Epochs 52, rate 18547.233449278778, time 2.964199022942921
Epochs 53, rate 18435.073871824326, time 2.9978586320066825
Epochs 54, rate 18419.518280489407, time 2.945669047650881
Epochs 55, rate 18467.620431731004, time 3.0549984680255875
Epochs 56, rate 18443.696200855535, time 2.985788007033989
Epochs 57, rate 18393.006284237137, time 2.9656098029226996
Epochs 58, rate 18422.842981095208, time 2.966322149441112
Epochs 59, rate 18510.607061402967, time 2.989415594522143
Epochs 60, rate 18363.13675301704, time 2.991954874829389
Epochs 61, rate 18347.26841834363, time 2.990870277804788
Epochs 62, rate 18400.483185318913, time 2.9975574924610555
Epochs 63, rate 18381.735037498795, time 2.9670753074460663
Epochs 64, rate 18496.11193252015, time 2.9797933514928445
Epochs 65, rate 18417.93168686756, time 2.9754002388508525
Epochs 66, rate 18373.485078790018, time 2.9788880778069142
Epochs 67, rate 18431.806354952183, time 2.9540078920836095
Epochs 68, rate 18407.367649776446, time 2.9848443952796515
