Updated best error: 24187.7809610353. was found in iteration 0, time 9.456724795265472
Epochs 0, rate 24187.7809610353, time 9.473303856299026
Epochs 1, rate 24329.03624085665, time 7.847991934162565
Epochs 2, rate 24406.416378016875, time 8.051116736096446
Epochs 3, rate 24369.375914551852, time 8.702239470236236
Epochs 4, rate 24451.146964392385, time 10.212192070132005
Epochs 5, rate 24318.139559763626, time 8.466225531257805
Epochs 6, rate 24285.011572983236, time 7.970497291433276
Epochs 7, rate 24434.54189673031, time 7.9642537474719575
Epochs 8, rate 24250.199979017525, time 7.938887224489008
Epochs 9, rate 24297.02379271419, time 7.78844452771591
Epochs 10, rate 24386.147850794896, time 7.771911534233368
Epochs 11, rate 24253.75224514701, time 7.904117974976543
Epochs 12, rate 24398.472912744906, time 9.696558630545042
Epochs 13, rate 24390.91691930581, time 8.707373992117937
Epochs 14, rate 24360.68207290913, time 7.814530817486229
Epochs 15, rate 24236.58031543339, time 7.834309563404531
Updated best error: 24124.549570659605. was found in iteration 16, time 7.816941170516657
Epochs 16, rate 24124.549570659605, time 7.8323849293083185
Epochs 17, rate 24169.1591996796, time 7.747685878683114
Epochs 18, rate 24224.27583614982, time 8.354585931592737
Epochs 19, rate 24390.346519550374, time 8.07788074441487
Epochs 20, rate 24355.17673323657, time 8.342901160984184
Epochs 21, rate 24383.848037791224, time 10.217735634738347
Epochs 22, rate 24232.174253371708, time 9.254270600766176
Epochs 23, rate 24227.240369984473, time 9.125622800769634
Epochs 24, rate 24302.085339880123, time 9.21633907694195
Epochs 25, rate 24264.300539839005, time 10.284860379775637
Epochs 26, rate 24194.309183784757, time 9.939447146141902
Updated best error: 23880.050514550305. was found in iteration 27, time 9.21798297726491
Epochs 27, rate 23880.050514550305, time 9.23543763087946
Epochs 28, rate 23997.812369161962, time 8.086397057122667
Epochs 29, rate 24234.174589767463, time 7.9677264366764575
Epochs 30, rate 24290.517080104462, time 7.8731169890088495
Epochs 31, rate 24224.22411008028, time 7.94525227547274
Epochs 32, rate 24336.464279524636, time 7.873556021993863
Epochs 33, rate 24267.876036818725, time 7.818112955763354
Epochs 34, rate 24513.464471902433, time 7.83040649817849
Epochs 35, rate 24576.754482643777, time 7.890619256053469
Epochs 36, rate 24630.22530588248, time 7.882542594699771
Epochs 37, rate 24459.276727129785, time 7.954339949443238
Epochs 38, rate 24469.973519125273, time 8.682713941234397
Epochs 39, rate 24436.218788547565, time 8.573638665329781
