Updated best error: 2244.2422544756732. was found in iteration 0, time 3.357024419818117
Epochs 0, rate 2244.2422544756732, time 3.367168555590979
Updated best error: 1823.2029126599903. was found in iteration 1, time 3.3526010077348474
Epochs 1, rate 1823.2029126599903, time 3.36216327018883
Updated best error: 1758.5885921994286. was found in iteration 2, time 3.346167937543214
Epochs 2, rate 1758.5885921994286, time 3.3555443839177315
Epochs 3, rate 1807.157735478213, time 3.3369031044894655
Epochs 4, rate 1812.461165913019, time 3.3433287544048653
Epochs 5, rate 1809.7268452880312, time 3.3509196968443575
Epochs 6, rate 1803.1502757867634, time 3.3527964083386905
Epochs 7, rate 1805.431427836725, time 3.3676935401235824
Epochs 8, rate 1768.3388949677742, time 3.366425909624013
Epochs 9, rate 1777.351957774368, time 3.3548694479723054
Epochs 10, rate 1769.2535936763265, time 3.3503291665401775
Updated best error: 1741.1053299183893. was found in iteration 11, time 3.3672452317769057
Epochs 11, rate 1741.1053299183893, time 3.384224987717971
Updated best error: 1740.0084419650661. was found in iteration 12, time 3.351658323494121
Epochs 12, rate 1740.0084419650661, time 3.3612267695116316
Updated best error: 1695.3934755974194. was found in iteration 13, time 3.355104423380908
Epochs 13, rate 1695.3934755974194, time 3.3644839615353703
Updated best error: 1635.5691973236003. was found in iteration 14, time 3.3601894767507474
Epochs 14, rate 1635.5691973236003, time 3.369687739323126
Epochs 15, rate 1829.282585277827, time 3.3480904074076534
Epochs 16, rate 1777.4463470849003, time 3.355735765206191
Updated best error: 1596.8819251608732. was found in iteration 17, time 3.3582713353807776
Epochs 17, rate 1596.8819251608732, time 3.3683007660492876
Updated best error: 1559.9323258967127. was found in iteration 18, time 3.3729755399872374
Epochs 18, rate 1559.9323258967127, time 3.3827594831909664
Epochs 19, rate 1794.7122038140192, time 3.3642706286009343
Epochs 20, rate 1795.6827505220128, time 3.3610755813861033
Epochs 21, rate 1752.9344523592051, time 3.361155967711966
Epochs 22, rate 1739.9447762296993, time 3.3671818502516544
Epochs 23, rate 1760.6180411245462, time 3.3663359387774108
Epochs 24, rate 1586.069146557144, time 3.356773367144342
Epochs 25, rate 1641.539707210241, time 3.367990351167464
Epochs 26, rate 1803.9250378244515, time 3.356455531984466
Epochs 27, rate 1650.4609044779168, time 3.3547074386115128
Updated best error: 1537.5150559855522. was found in iteration 28, time 3.3574526315860567
Epochs 28, rate 1537.5150559855522, time 3.3668504112538358
Epochs 29, rate 1768.5837795879163, time 3.3668300054941938
Epochs 30, rate 1707.3767822828197, time 3.3654275733133545
Epochs 31, rate 1692.575265206541, time 3.3627358681624173
Epochs 32, rate 1625.95722220915, time 3.3577605730424693
Epochs 33, rate 1747.350367822323, time 3.3647343958546116
Epochs 34, rate 1551.7280201488945, time 3.357802002918106
Epochs 35, rate 1635.4067003483704, time 3.4247718496990274
Epochs 36, rate 1676.1239485951012, time 3.4479462994604546
Epochs 37, rate 1687.2140177319136, time 3.442821052929503
Epochs 38, rate 1706.7461433661526, time 3.4424018073314073
Epochs 39, rate 1658.773102999006, time 3.4387266064204596
Epochs 40, rate 1700.556037560512, time 3.3868845383403823
Epochs 41, rate 1663.6918602027222, time 3.3646354588418035
Epochs 42, rate 1630.8311755839597, time 3.3892231620211533
Epochs 43, rate 1614.1991007507847, time 3.380913689512454
Epochs 44, rate 1659.9316028357473, time 3.379416648811457
Epochs 45, rate 1657.3567295651478, time 3.3547986461708206
Epochs 46, rate 1702.886693275727, time 3.366979029371578
Epochs 47, rate 1679.3536292909891, time 3.3946155384910526
Epochs 48, rate 1790.5033282785344, time 3.3720340924573975
Epochs 49, rate 1565.3470579837754, time 3.368489364735069
Epochs 50, rate 1677.779150661886, time 3.384465219156482
Epochs 51, rate 1709.7458610808515, time 3.359646559883913
Epochs 52, rate 1692.123320626269, time 3.3635864173083974
Epochs 53, rate 1636.4604783208497, time 3.3659794563482137
Epochs 54, rate 1609.8147461073547, time 3.35946321722804
Updated best error: 1526.9832975436193. was found in iteration 55, time 3.4462714813143975
Epochs 55, rate 1526.9832975436193, time 3.4562332019650057
Epochs 56, rate 1635.0809622814852, time 3.464143216275261
Epochs 57, rate 1786.1400259348354, time 3.4280039982913877
Epochs 58, rate 1834.5670455084485, time 3.355411128126434
Epochs 59, rate 1781.3230403094913, time 3.371605880693096
Epochs 60, rate 1752.8237459102406, time 3.3688622336085245
Epochs 61, rate 1704.1725048677965, time 3.355989600482644
Epochs 62, rate 1558.410712094267, time 3.361354150918487
Epochs 63, rate 1743.9082896266157, time 3.3871386827959213
Epochs 64, rate 1806.2652741164206, time 3.363368446698587
Epochs 65, rate 1750.5807679209038, time 3.3798015756347013
Epochs 66, rate 1729.7914155837175, time 3.377221483800895
