Updated best error: 2115.6770215567503. was found in iteration 0, time 3.72805213733227
Epochs 0, rate 2115.6770215567503, time 3.7389509770146105
Updated best error: 1924.4100605777728. was found in iteration 1, time 3.724166386091383
Epochs 1, rate 1924.4100605777728, time 3.734204782929737
Epochs 2, rate 1964.8050832824724, time 3.701812495201011
Epochs 3, rate 2022.94960155418, time 3.6939287610148313
Epochs 4, rate 2117.4627969666317, time 3.6892530595505377
Epochs 5, rate 2102.9241185728624, time 3.709316558568389
Epochs 6, rate 2066.7880837281355, time 3.7120920509914868
Epochs 7, rate 2050.224472843648, time 3.6977582418330712
Epochs 8, rate 2054.2763254521246, time 3.69948871206725
Epochs 9, rate 2055.5377544307967, time 3.701977596327197
Epochs 10, rate 2055.1689565146103, time 3.7159011260519037
Epochs 11, rate 2061.1009497674704, time 3.6974509187275544
Epochs 12, rate 2084.413208877584, time 3.6888328864297364
Epochs 13, rate 2029.480096702902, time 3.700906912330538
Epochs 14, rate 1996.220954779191, time 3.7135257101617754
Epochs 15, rate 1965.841426074106, time 3.7216719366115285
Epochs 16, rate 2088.024202051048, time 3.711749481590232
Epochs 17, rate 2087.3279288435233, time 3.7442515275761252
Epochs 18, rate 2080.9172942634814, time 3.7031527825602097
Epochs 19, rate 2087.4662733777586, time 3.736002963167266
Epochs 20, rate 2102.3866226832797, time 3.72005153381906
Epochs 21, rate 2153.636042846261, time 3.696767634974094
Epochs 22, rate 2152.1183173031845, time 3.707125103683211
Epochs 23, rate 2149.341572357836, time 3.7118567664001603
Epochs 24, rate 2152.592508455197, time 3.69266638654517
Epochs 25, rate 2152.1433079070316, time 3.7107768070563907
Epochs 26, rate 2152.377352390159, time 3.710675705806352
Epochs 27, rate 2142.7282567441616, time 3.6859541284648003
Epochs 28, rate 2153.9359280871513, time 3.6924957201990765
Epochs 29, rate 2181.560463629674, time 3.6888498912157957
Epochs 30, rate 2183.3120847454434, time 3.6839893011929234
Epochs 31, rate 2210.4907565422727, time 3.69949211300991
Epochs 32, rate 2218.4445684276257, time 3.711231917332043
Epochs 33, rate 2218.0119788186967, time 3.7695899153477512
Epochs 34, rate 2217.9398319079814, time 3.813570200916729
Epochs 35, rate 2217.707351549481, time 3.8043335030670278
Epochs 36, rate 2215.153686930821, time 3.747642902919324
Epochs 37, rate 2217.1779586799234, time 3.7073891418549465
Epochs 38, rate 2216.595735194136, time 3.716425801409059
Epochs 39, rate 2220.2128943998764, time 3.6971500883664703
Epochs 40, rate 2218.0245453300004, time 3.7004323238361394
Epochs 41, rate 2218.0056397447534, time 3.723620995791862
Epochs 42, rate 2217.9770359775, time 3.7023736535629723
Epochs 43, rate 2217.923291617499, time 3.73594700191461
Epochs 44, rate 2217.759580621382, time 3.727198187218164
Epochs 45, rate 2217.4450109049226, time 3.700974003993906
Epochs 46, rate 2152.908139634654, time 3.727651442430215
Epochs 47, rate 2175.9655943920975, time 3.7093208870501257
Epochs 48, rate 2192.5317423093607, time 3.7004793189116754
Epochs 49, rate 2212.9160677961922, time 3.691705460791127
Epochs 50, rate 2136.3286055800727, time 3.7185616042115726
Epochs 51, rate 2207.1631205640033, time 3.6993563838041155
Epochs 52, rate 2054.117859200469, time 3.7014340611058287
Updated best error: 1872.3801682031296. was found in iteration 53, time 3.715897415924701
Epochs 53, rate 1872.3801682031296, time 3.725958691939013
Epochs 54, rate 2069.815121102385, time 3.7306430503958836
Epochs 55, rate 2067.964628913963, time 3.6925133433542214
Epochs 56, rate 2031.2975249767521, time 3.694718711238238
Epochs 57, rate 2113.079397015023, time 3.7116273562132847
Epochs 58, rate 2056.4398589751445, time 3.7180094119976275
Epochs 59, rate 1978.1996859880323, time 3.7256241611612495
Epochs 60, rate 2064.185932393271, time 3.728165914901183
Updated best error: 1835.4478019378616. was found in iteration 61, time 3.730265234669787
Epochs 61, rate 1835.4478019378616, time 3.7408947801741306
Epochs 62, rate 1876.4420592904505, time 3.7103145856963238
Epochs 63, rate 2191.3705307464147, time 3.7077434600214474
Epochs 64, rate 2230.9007566946375, time 3.7359377265674993
Epochs 65, rate 2234.3544176300743, time 3.735930306298542
Epochs 66, rate 2208.8632278123046, time 3.719066182980896
Epochs 67, rate 2177.6003675626193, time 3.734634849752183
Epochs 68, rate 2115.886653717252, time 3.6966547849588096
Epochs 69, rate 2031.7583793442639, time 3.701898137544049
Epochs 70, rate 2043.4098124067032, time 3.7208043826685753
Epochs 71, rate 2144.4907081957654, time 3.6999265083431965
Epochs 72, rate 2211.8882843780375, time 3.7023940593207953
Epochs 73, rate 2259.2508434417164, time 3.710129078797763
Epochs 74, rate 2246.37337753057, time 3.697870164338383
Epochs 75, rate 2234.929194994744, time 3.706443365823361
Epochs 76, rate 2224.804168636427, time 3.705020218709251
Epochs 77, rate 2215.831624366806, time 3.7215235310868593
Epochs 78, rate 2184.5443309038114, time 3.7189146856835578
Epochs 79, rate 2164.861459744546, time 3.7383431327325525
Epochs 80, rate 2143.8752607905208, time 3.7099757264222717
Epochs 81, rate 2174.964044115461, time 3.7003565751947463
Epochs 82, rate 2117.62454904403, time 3.711556554408162
Epochs 83, rate 2031.8475251915845, time 3.728268252874841
Epochs 84, rate 1982.2424648553292, time 3.734939390255022
Epochs 85, rate 2194.6125869162925, time 3.7248036022938322
Epochs 86, rate 2196.2306953633693, time 3.7290616040700115
Epochs 87, rate 2185.1179103220184, time 3.715087059943471
Epochs 88, rate 2187.916889176226, time 3.7337979044386884
Epochs 89, rate 2185.2616585258, time 3.7242238932230975
Epochs 90, rate 2185.2582756484903, time 3.728081509267213
Epochs 91, rate 2185.254957035823, time 3.7181562716286862
Epochs 92, rate 2185.251572328469, time 3.7231334218231495
Epochs 93, rate 2185.247994960237, time 3.7106052131712204
Epochs 94, rate 2185.244079315836, time 3.6988762301043607
Epochs 95, rate 2185.2396330336946, time 3.7086938737193123
Epochs 96, rate 2185.2343721041584, time 3.7140241053857608
Epochs 97, rate 2185.2278337522325, time 3.7390530058037257
Epochs 98, rate 2185.2191823217718, time 3.7284185134631116
Epochs 99, rate 2185.2067064660187, time 3.729536501734401
