Updated best error: 16332.360729214852. was found in iteration 0, time 6.441801692504669
Epochs 0, rate 16332.360729214852, time 6.454268993038568
Updated best error: 15687.617433864894. was found in iteration 1, time 6.495418134101783
Epochs 1, rate 15687.617433864894, time 6.507519367703935
Updated best error: 15544.119526573226. was found in iteration 2, time 6.4126780363876605
Epochs 2, rate 15544.119526573226, time 6.424864603148308
Updated best error: 15524.769834119787. was found in iteration 3, time 6.466692390298704
Epochs 3, rate 15524.769834119787, time 6.47887122760585
Epochs 4, rate 15599.990173234868, time 6.459813175999443
Epochs 5, rate 15798.897429587216, time 6.500943148013903
Epochs 6, rate 15654.381147550559, time 6.723818869824754
Epochs 7, rate 15587.63583081998, time 6.468134397277026
Updated best error: 15384.455881787875. was found in iteration 8, time 6.461279608061886
Epochs 8, rate 15384.455881787875, time 6.4733697112387745
Epochs 9, rate 15548.881108787005, time 6.505134985651239
Epochs 10, rate 15418.252613511497, time 6.457421064493246
Updated best error: 15278.535074865857. was found in iteration 11, time 6.448150666226866
Epochs 11, rate 15278.535074865857, time 6.460258083374356
Epochs 12, rate 15416.22310593697, time 6.461312690124032
Updated best error: 15091.343830413794. was found in iteration 13, time 6.453151623136364
Epochs 13, rate 15091.343830413794, time 6.465348701967741
Updated best error: 15050.842370250446. was found in iteration 14, time 6.867228072384023
Epochs 14, rate 15050.842370250446, time 6.881677514189505
Updated best error: 15043.762913707875. was found in iteration 15, time 6.5705104006046895
Epochs 15, rate 15043.762913707875, time 6.582629257347435
Epochs 16, rate 15337.691661572135, time 6.455539406146272
Epochs 17, rate 15680.0005722088, time 6.46655264175206
Epochs 18, rate 15448.767579979783, time 6.478424155968241
Epochs 19, rate 15606.759927945532, time 6.455888468306512
Epochs 20, rate 15480.085305523951, time 6.4993450060574105
Epochs 21, rate 15482.426966614663, time 6.473818947124528
Epochs 22, rate 15437.719712470824, time 6.469208482230897
Epochs 23, rate 15565.70119959966, time 6.480089080418111
Updated best error: 15025.446844607157. was found in iteration 24, time 6.496915174808237
Epochs 24, rate 15025.446844607157, time 6.5093422821955755
Epochs 25, rate 15170.604733661938, time 6.460399068630068
Updated best error: 14872.283483641753. was found in iteration 26, time 6.463400570311933
Epochs 26, rate 14872.283483641753, time 6.475445842661429
Epochs 27, rate 15819.828214158591, time 6.470416441356065
Epochs 28, rate 15577.8230712898, time 6.458272232004674
Epochs 29, rate 15535.917890012768, time 6.463414483325323
Epochs 30, rate 15467.242310264928, time 6.546284126699902
Epochs 31, rate 15576.264382083476, time 6.472566775526502
Epochs 32, rate 15511.414251681119, time 6.461893635903834
Epochs 33, rate 15640.553656604128, time 6.491212383451057
Epochs 34, rate 15573.380420279886, time 6.459494413313223
Epochs 35, rate 15521.523382311552, time 6.4667165061837295
Epochs 36, rate 15555.964119625633, time 6.476452835951932
Epochs 37, rate 15586.701834767016, time 6.47664576311945
Epochs 38, rate 15419.743580813887, time 6.467638475485728
Epochs 39, rate 15398.868043370965, time 6.474835524946684
Epochs 40, rate 15548.608780154465, time 6.456250515941065
Epochs 41, rate 15451.25153329623, time 6.449996150724473
Epochs 42, rate 15567.007043256963, time 6.4708876288787
Epochs 43, rate 15495.991834041384, time 6.467889528168598
Epochs 44, rate 15509.986126971047, time 6.508837394227157
Epochs 45, rate 15688.108370930959, time 6.5045982523297425
Epochs 46, rate 15300.794734439167, time 6.468578686311957
Epochs 47, rate 15620.807712894297, time 6.4547225574206095
Epochs 48, rate 15602.461592037505, time 6.451111665563076
Epochs 49, rate 15566.830723559196, time 6.500229255616432
Epochs 50, rate 15426.356370370355, time 6.4703675912023755
Epochs 51, rate 15409.830424698059, time 6.474728549292195
Epochs 52, rate 15523.78047807391, time 6.476382343331352
Epochs 53, rate 15553.653648688507, time 6.4887049484823365
Epochs 54, rate 15503.591261414145, time 6.470298335290863
Epochs 55, rate 15567.157119449248, time 6.50605293562694
Epochs 56, rate 15638.313541222273, time 6.471329753680038
Epochs 57, rate 15567.013789832728, time 6.469505911634769
Epochs 58, rate 15607.911686275636, time 6.496166036100476
Epochs 59, rate 15464.96254332322, time 6.452331064268947
Epochs 60, rate 15435.03091451116, time 6.517468102858402
Epochs 61, rate 15491.392849069329, time 6.473115875967778
Epochs 62, rate 15584.115420149528, time 6.497615154177765
Epochs 63, rate 15488.711726210895, time 6.470523107826011
Epochs 64, rate 15560.042015234509, time 6.585961270495318
Epochs 65, rate 15619.58043609953, time 6.688920693020918
Epochs 66, rate 15578.478100402599, time 6.874994318859535
Epochs 67, rate 15571.665298390104, time 7.308801900580875
Epochs 68, rate 15502.798105621949, time 7.001740982275805
Epochs 69, rate 15564.581253197777, time 6.844876345741795
Epochs 70, rate 15526.060067424538, time 7.211122313659871
Epochs 71, rate 15517.69867675993, time 6.917312153396779
Epochs 72, rate 15587.411804229216, time 7.201962910359725
Epochs 73, rate 15623.176857097422, time 8.719966819000547
Epochs 74, rate 15595.287538373208, time 9.009931421183865
Epochs 75, rate 15622.994395107518, time 8.042212095606374
Epochs 76, rate 15392.845051626917, time 7.29320293435012
Epochs 77, rate 15477.243655713504, time 6.99214656528784
Epochs 78, rate 15618.853130863487, time 7.631258036693907
Epochs 79, rate 15508.60470929273, time 8.649762968547293
Epochs 80, rate 15579.594428283526, time 8.320113493115059
Epochs 81, rate 15541.818085729006, time 7.9650325672701
Epochs 82, rate 15587.467699168683, time 6.789652795996517
Epochs 83, rate 15615.509179319974, time 7.211555163114099
Epochs 84, rate 15534.428074448293, time 6.939482392452192
Epochs 85, rate 15507.397406166776, time 7.996872353629442
Epochs 86, rate 15375.773718172199, time 6.556063741401886
Epochs 87, rate 15565.960511915524, time 6.505465497102705
Epochs 88, rate 15551.608709357897, time 6.62624780445185
Epochs 89, rate 15573.80602984366, time 7.295461171699571
Epochs 90, rate 15417.25903651457, time 6.912257399482769
Epochs 91, rate 15482.28110340575, time 7.209284558615764
Epochs 92, rate 15387.135335933379, time 6.888658757277881
Epochs 93, rate 15518.91132042732, time 6.732703722911538
Epochs 94, rate 15477.779074374292, time 6.940029328645323
Epochs 95, rate 15527.418617351177, time 6.896321119871573
Epochs 96, rate 15549.500258931592, time 7.2461549829895375
Epochs 97, rate 15487.553782633307, time 7.460082779376535
Epochs 98, rate 15442.667807660158, time 7.2205166923668
Epochs 99, rate 15450.137501503017, time 7.072834647493437
