Updated best error: 23903.190024402138. was found in iteration 0, time 8.125352269868017
Epochs 0, rate 23903.190024402138, time 8.13953983776446
Epochs 1, rate 24019.939101085394, time 8.172301593411248
Epochs 2, rate 24304.22159520939, time 8.252076981647406
Epochs 3, rate 24364.170049230408, time 8.22535223896557
Epochs 4, rate 24346.789460577824, time 8.155733662802959
Epochs 5, rate 24437.692234253576, time 8.023117251810618
Epochs 6, rate 24315.915434463423, time 7.949250876758015
Epochs 7, rate 24334.965141850844, time 8.02527593378909
Epochs 8, rate 24285.181610402728, time 7.91789124411298
Epochs 9, rate 24294.643276802908, time 7.970973735005828
Epochs 10, rate 24303.226449031834, time 8.16704340025899
Epochs 11, rate 24306.180109689976, time 8.134788387644221
Epochs 12, rate 24402.765186792425, time 8.219796925593982
Epochs 13, rate 24264.650698087065, time 8.211028323508799
Epochs 14, rate 24348.67705355969, time 8.229147710182588
Epochs 15, rate 24389.875556244748, time 8.160177171448595
Epochs 16, rate 24351.73316855001, time 8.11091086671513
Epochs 17, rate 24380.906349482953, time 8.13257807289483
Epochs 18, rate 24338.140164446595, time 8.08791574028146
Epochs 19, rate 24355.342341338135, time 8.134849914102233
Epochs 20, rate 24400.646110293437, time 8.029288138917764
Epochs 21, rate 24448.331528363255, time 8.208699593524216
Epochs 22, rate 24440.223262526277, time 8.094764655121253
Epochs 23, rate 24437.76551142499, time 8.1584513389098
Epochs 24, rate 24372.494351649308, time 8.173091852819198
Epochs 25, rate 24304.398566318796, time 8.098578058677958
Epochs 26, rate 24359.819704994345, time 8.065181251062313
Epochs 27, rate 24315.812834089127, time 8.092012660228647
Epochs 28, rate 24413.592770874755, time 7.9447619188867975
Epochs 29, rate 24555.496562177446, time 8.144433509849478
Epochs 30, rate 24609.54821637998, time 8.240638316885452
Epochs 31, rate 24543.17095105624, time 8.199576673243428
Epochs 32, rate 24444.31867409456, time 8.144850282013067
Epochs 33, rate 24493.221617159015, time 8.213498347904533
Epochs 34, rate 24660.783576749593, time 8.050791789835785
Epochs 35, rate 24505.539045291636, time 8.21016788065026
Epochs 36, rate 24449.801846368653, time 8.239894434213056
Epochs 37, rate 24438.34359432906, time 8.123418360424694
Epochs 38, rate 24469.91770888914, time 8.177590086022974
Epochs 39, rate 24529.0566086578, time 8.982471761992201
Epochs 40, rate 24578.819791104568, time 9.056951546517666
Epochs 41, rate 24582.127858849428, time 8.500561003791518
Epochs 42, rate 24703.87630247634, time 8.126544770071632
Epochs 43, rate 24703.550933522394, time 8.30962678794458
Epochs 44, rate 24639.848890303325, time 8.127523009825381
Epochs 45, rate 24631.63141039786, time 8.261533505181433
Epochs 46, rate 24593.977371289053, time 8.13242935820017
Epochs 47, rate 24619.90515529826, time 8.15662378675188
Epochs 48, rate 24645.31360709485, time 8.2307702772232
Epochs 49, rate 24489.4764581444, time 8.215031871630345
Epochs 50, rate 24543.313234861987, time 8.137368170297123
Epochs 51, rate 24502.91678889563, time 8.271824500581715
Epochs 52, rate 24266.14302068191, time 8.524261983970064
Epochs 53, rate 24237.947872575325, time 8.15196725432179
Epochs 54, rate 24286.96149412626, time 8.070766554708825
Epochs 55, rate 24323.194043426804, time 8.284796070714947
Epochs 56, rate 24147.386160372145, time 8.436605953349499
Epochs 57, rate 24145.22124527988, time 8.6023610081902
Epochs 58, rate 24085.951813686515, time 8.455432121321792
Epochs 59, rate 24245.355937086544, time 8.140224976581521
Epochs 60, rate 24203.586302652337, time 8.200721869186964
Epochs 61, rate 24396.879823239546, time 8.257561493228422
Epochs 62, rate 24547.137583816933, time 8.280862087674905
Epochs 63, rate 24681.803927719113, time 8.251751107876771
Epochs 64, rate 24619.971105133343, time 8.610827852375223
Epochs 65, rate 24636.796474414456, time 8.31369650020497
Epochs 66, rate 24526.57463011929, time 8.057222386603826
Epochs 67, rate 24488.35553816633, time 8.014223741731257
Epochs 68, rate 24495.510882480296, time 8.07903274227283
Epochs 69, rate 24430.030898305948, time 7.991081446496537
Epochs 70, rate 24409.75791554483, time 8.095252229104517
Epochs 71, rate 24472.68909438152, time 8.19148919066356
Epochs 72, rate 24542.729976543586, time 8.258118323108647
Epochs 73, rate 24494.674382076584, time 7.831094728782773
Epochs 74, rate 24419.60794308773, time 7.88713790984184
Epochs 75, rate 24399.253538125708, time 7.839099042437738
Epochs 76, rate 24298.850199907705, time 8.231247029965743
Epochs 77, rate 24364.855768593687, time 7.858639721162035
Epochs 78, rate 24254.810101206593, time 7.544076285383198
Epochs 79, rate 24296.602106259983, time 7.553059457131894
Epochs 80, rate 24179.967697258904, time 7.587213132894249
Epochs 81, rate 24308.081844575492, time 7.543872227790416
Epochs 82, rate 24265.22744596466, time 7.539681317692157
Epochs 83, rate 24309.848925106253, time 7.575171570701059
Epochs 84, rate 24472.904378224113, time 7.498419326599105
Epochs 85, rate 24500.57578073081, time 7.557050019779126
Epochs 86, rate 24449.703648445724, time 7.5274455916078296
Epochs 87, rate 24600.760784469745, time 7.597487123508472
Epochs 88, rate 24725.99762264057, time 7.5550116080994485
Epochs 89, rate 24605.43755287554, time 7.554688826086931
Epochs 90, rate 24537.082186634943, time 7.565315588974045
Epochs 91, rate 24583.573282541718, time 7.556001287419349
Epochs 92, rate 24506.499214505387, time 7.561365837842459
Epochs 93, rate 24445.106838270087, time 7.546025344563532
Epochs 94, rate 24453.890938851397, time 7.552796346499235
Epochs 95, rate 24455.7654505663, time 7.519896697383956
Epochs 96, rate 24445.510301692735, time 7.5568063873797655
