Updated best error: 2164.4754068507364. was found in iteration 0, time 6.37321917238296
Epochs 0, rate 2164.4754068507364, time 6.385402647370938
Updated best error: 1952.781614890314. was found in iteration 1, time 6.351223000630853
Epochs 1, rate 1952.781614890314, time 6.363719363915152
Epochs 2, rate 2028.5662509457761, time 6.368893460603431
Epochs 3, rate 2050.517782469753, time 6.369107102727867
Epochs 4, rate 2067.132047067166, time 6.428188268473605
Epochs 5, rate 2112.3334894927198, time 6.425698456674581
Epochs 6, rate 2128.4743808019857, time 6.401053864698042
Epochs 7, rate 2087.16823989818, time 6.382774632918881
Epochs 8, rate 2237.0678943525104, time 6.414726960123517
Epochs 9, rate 2225.632349180255, time 6.397499243277707
Epochs 10, rate 2206.9972323532525, time 6.396312926648534
Epochs 11, rate 2248.8482111656367, time 6.410799160643364
Epochs 12, rate 2311.3908231779487, time 6.387082412358723
Epochs 13, rate 2330.8789782746994, time 6.417218936170684
Epochs 14, rate 2325.120536844452, time 6.394983460515505
Epochs 15, rate 2242.611365879118, time 6.376194084747112
Epochs 16, rate 2362.3845941669333, time 6.391001245676307
Epochs 17, rate 2337.427700026468, time 6.421355740094441
Epochs 18, rate 2288.0845371580526, time 6.395450628726394
Epochs 19, rate 2461.082382524649, time 6.373238959786249
Epochs 20, rate 2401.826162679964, time 6.3692453053663485
Epochs 21, rate 2361.801781074392, time 6.417926645008265
Epochs 22, rate 2441.8482784427047, time 6.39525213635352
Epochs 23, rate 2425.7470609587976, time 6.396137004267075
Epochs 24, rate 2434.4749153688354, time 6.39023139202618
Epochs 25, rate 2478.3707026826523, time 6.388174738836824
Epochs 26, rate 2518.6437658185814, time 6.423852353807888
Epochs 27, rate 2481.6407854698073, time 6.406500965720625
Epochs 28, rate 2493.764523336732, time 6.414598032817594
Epochs 29, rate 2487.3389596778593, time 6.390219024906401
Epochs 30, rate 2572.7291401804832, time 6.423131968680536
Epochs 31, rate 2562.177479386767, time 6.42140304435452
Epochs 32, rate 2547.728108973338, time 6.430654891926679
Epochs 33, rate 2499.1432278869624, time 6.393097782856785
Epochs 34, rate 2438.792124796703, time 6.437390647552093
Epochs 35, rate 2370.04082097884, time 6.428340074955486
Epochs 36, rate 2461.8371972452287, time 6.446014554254361
Epochs 37, rate 2401.224023744907, time 6.412703698180849
Epochs 38, rate 2362.460935173776, time 6.392783657822292
Epochs 39, rate 2352.766440185163, time 6.390860569605138
Epochs 40, rate 2512.88446463125, time 6.405181084104697
Epochs 41, rate 2460.8915255934076, time 6.4392967309686355
Epochs 42, rate 2478.954138486212, time 6.418606836974504
Epochs 43, rate 2518.4624560728926, time 6.403829975504777
Epochs 44, rate 2525.176984557457, time 6.380348202641471
Epochs 45, rate 2498.992540011773, time 6.373918842582498
Epochs 46, rate 2488.6614393369405, time 6.391339795780368
Epochs 47, rate 2451.329942692416, time 6.417419283621712
Epochs 48, rate 2345.901190142425, time 6.421037904932746
Epochs 49, rate 2334.819016512724, time 6.414838882628828
Epochs 50, rate 2268.9611460769343, time 6.412164182271226
Epochs 51, rate 2320.5363021506323, time 6.378224148618756
Epochs 52, rate 2431.2690724789177, time 6.425359597400529
Epochs 53, rate 2459.238144429331, time 6.416773410426686
Epochs 54, rate 2458.9680700497634, time 6.405045354884351
Epochs 55, rate 2429.22123240961, time 6.423654479789548
Epochs 56, rate 2434.6944456700626, time 6.409784747069352
Epochs 57, rate 2476.333116307796, time 6.385261662129778
Epochs 58, rate 2490.1580745612414, time 6.398972477269126
Epochs 59, rate 2488.0435367373025, time 6.394876175691024
Epochs 60, rate 2364.0212086401793, time 6.373744775279192
Epochs 61, rate 2492.8565158782326, time 6.388065598948742
Epochs 62, rate 2460.59390829853, time 6.411697014045785
Epochs 63, rate 2251.2624777212613, time 6.422302752835094
Epochs 64, rate 2195.38943695532, time 6.438398568381672
Epochs 65, rate 2399.9845039859138, time 6.407326471438864
Epochs 66, rate 2369.5773937815297, time 6.397618895236519
Epochs 67, rate 2413.7928979591816, time 6.433891059845337
Epochs 68, rate 2362.627973594362, time 6.409986331229447
Epochs 69, rate 2352.573589779504, time 6.4249582841439405
Epochs 70, rate 2341.102628137088, time 6.4250668056774884
Epochs 71, rate 2331.5460908694185, time 6.396402279133326
Epochs 72, rate 2422.584689985276, time 6.374043441392132
Epochs 73, rate 2422.1813985973295, time 6.396888925577514
Epochs 74, rate 2249.9469702204865, time 6.389654156402685
Epochs 75, rate 2183.2974884344326, time 6.384905798055115
Epochs 76, rate 2214.7241667043045, time 6.421143334693625
Epochs 77, rate 2252.4880980539474, time 6.397221601291676
Epochs 78, rate 2408.005976772731, time 6.403102479263907
Epochs 79, rate 2360.812141240289, time 6.447613005395397
Epochs 80, rate 2349.0211304761574, time 6.416219672333682
Epochs 81, rate 2333.3758022068823, time 6.407095824513817
Epochs 82, rate 2280.9631479522072, time 6.4009914107155055
Epochs 83, rate 2321.081910706188, time 6.421542483716621
Epochs 84, rate 2300.5482035824416, time 6.41074505445431
Epochs 85, rate 2294.818475156472, time 6.418917870221776
Epochs 86, rate 2289.6553590923977, time 6.456509916431969
Epochs 87, rate 2285.00685286495, time 6.452853575377958
Epochs 88, rate 2280.824934301142, time 6.437641081865877
Epochs 89, rate 2277.065482723308, time 6.38606923550833
Epochs 90, rate 2273.6881240789794, time 6.376583030883921
Epochs 91, rate 2270.656029098996, time 6.424854091092129
Epochs 92, rate 2267.9356856584172, time 6.411931061928044
Epochs 93, rate 2265.4966601621954, time 6.398624961017049
Epochs 94, rate 2263.31135793428, time 6.406965660513379
Epochs 95, rate 2261.354789007634, time 6.390703816272435
Epochs 96, rate 2259.6043431020034, time 6.394840001841658
Epochs 97, rate 2258.0395756481444, time 6.42770316793758
Epochs 98, rate 2256.6420051817986, time 6.406001024617581
Epochs 99, rate 2255.3949209494426, time 6.421603082635556
