Updated best error: 2294.1471743880143. was found in iteration 0, time 0.40938096037643845
Epochs 0, rate 2294.1471743880143, time 0.4165798648937198
Updated best error: 1873.9208740987028. was found in iteration 1, time 0.4053063012652274
Epochs 1, rate 1873.9208740987028, time 0.4123067134023586
Updated best error: 1833.741239235099. was found in iteration 2, time 0.4367429192789132
Epochs 2, rate 1833.741239235099, time 0.4438969929651648
Epochs 3, rate 1837.8856692176566, time 0.4108149287312699
Epochs 4, rate 1840.3622790785116, time 0.40854494260565843
Epochs 5, rate 1837.8534294807218, time 0.41757016257543
Epochs 6, rate 1862.70483462226, time 0.40904179192511947
Updated best error: 1815.8461146776258. was found in iteration 7, time 0.4093290184428042
Epochs 7, rate 1815.8461146776258, time 0.41651617419120157
Epochs 8, rate 1874.461678190819, time 0.4083888076238509
Epochs 9, rate 1822.522486161521, time 0.40633648293078295
Epochs 10, rate 1851.273111064802, time 0.4078291951373103
Epochs 11, rate 1846.0278379802628, time 0.40634112060433836
Epochs 12, rate 1839.3597208343708, time 0.4147235591590288
Epochs 13, rate 1838.812909343292, time 0.4071418920648284
Epochs 14, rate 1838.8330220407493, time 0.41326238312467467
Epochs 15, rate 1838.866261181651, time 0.4119619797420455
Epochs 16, rate 1838.8812038011897, time 0.4111309088220878
Epochs 17, rate 1838.8868198365747, time 0.4130682192335371
Epochs 18, rate 1838.888775779312, time 0.4098979062764556
Epochs 19, rate 1838.8893874682765, time 0.40793276982731186
Epochs 20, rate 1838.8895130888604, time 0.4091329994807893
Epochs 21, rate 1838.889461026354, time 0.41001539397984743
Epochs 22, rate 1838.8893407824419, time 0.4098036069335649
Epochs 23, rate 1838.889190854592, time 0.40955966535693733
Epochs 24, rate 1838.8890244646793, time 0.4075190894327534
Epochs 25, rate 1838.8888458098588, time 0.4089654249146406
Epochs 26, rate 1838.8886558238667, time 0.40833686569385463
Epochs 27, rate 1838.8884542137876, time 0.4078465091151884
Epochs 28, rate 1838.888240173516, time 0.40734842308302177
Epochs 29, rate 1838.888012625215, time 0.4082376195001416
Epochs 30, rate 1838.8877702906786, time 0.4079624509322457
Epochs 31, rate 1838.887511699296, time 0.4124467711117177
Epochs 32, rate 1838.8872351698224, time 0.40794451859619585
Epochs 33, rate 1838.8869387784052, time 0.40654455983894877
Epochs 34, rate 1838.8866203154146, time 0.4088732898198941
Epochs 35, rate 1838.886277231765, time 0.4083424309028487
Epochs 36, rate 1838.8859065713418, time 0.40722660688334145
Epochs 37, rate 1838.8855048871633, time 0.4073134859499987
Epochs 38, rate 1838.8850681349852, time 0.41027015679355827
Epochs 39, rate 1838.8845915390752, time 0.41563285216034274
Epochs 40, rate 1838.884069419306, time 0.4110520683861978
Epochs 41, rate 1838.8834949675777, time 0.4100645533108036
Epochs 42, rate 1838.8828599541787, time 0.4128425191702263
Epochs 43, rate 1838.8821543382555, time 0.4080063542314747
Epochs 44, rate 1838.8813657429382, time 0.40967189703223994
Epochs 45, rate 1838.8804787375182, time 0.40918926991071203
Epochs 46, rate 1838.8794738393237, time 0.41000271767552476
Epochs 47, rate 1838.878326098227, time 0.4138708457649045
Epochs 48, rate 1838.8770030467656, time 0.4095169987704139
Epochs 49, rate 1838.8754616588892, time 0.4111528604698833
Epochs 50, rate 1838.8736437121208, time 0.4090832217952993
Epochs 51, rate 1838.8714684876265, time 0.41082884174829815
Epochs 52, rate 1838.8688208499486, time 0.41046957671278506
Epochs 53, rate 1838.8655309191722, time 0.4085845174085989
Epochs 54, rate 1838.8613375588966, time 0.41588297730049817
Epochs 55, rate 1838.8558185079783, time 0.40938683476269944
Epochs 56, rate 1838.848245666447, time 0.40889926078307326
Epochs 57, rate 1838.8372531108314, time 0.40942919217195595
Epochs 58, rate 1838.8199628859018, time 0.4081300254983944
Epochs 59, rate 1838.789175445363, time 0.40941991682484513
Epochs 60, rate 1838.7208612270053, time 0.4087672417044814
Epochs 61, rate 1838.4540193971434, time 0.4099563409508846
Epochs 62, rate 1836.4805038236138, time 0.4093624096822168
Epochs 63, rate 1849.9776730046417, time 0.4084883629984688
Epochs 64, rate 1862.3169501593948, time 0.4098672976360831
Epochs 65, rate 1867.1321755260915, time 0.40956955905858194
Epochs 66, rate 1860.77554403771, time 0.4093305643327767
Epochs 67, rate 1860.3333960509237, time 0.409224516221002
Epochs 68, rate 1860.2834032780213, time 0.408975936970819
Epochs 69, rate 1860.2768854586855, time 0.4101987366375397
Epochs 70, rate 1860.275800470521, time 0.40924770458150306
Epochs 71, rate 1860.2754262411006, time 0.4099244955978065
Epochs 72, rate 1860.275161802827, time 0.41033477503151516
Epochs 73, rate 1860.2749283203946, time 0.40976743308783625
Epochs 74, rate 1860.2747137981082, time 0.4120170134556247
Epochs 75, rate 1860.2745150634787, time 0.40994892067465116
Epochs 76, rate 1860.2743303052898, time 0.4116500189702492
Epochs 77, rate 1860.274158077707, time 0.412434094807395
Epochs 78, rate 1860.2739971409853, time 0.41671033808233915
Epochs 79, rate 1860.273846415732, time 0.437754859431152
Epochs 80, rate 1860.273704956174, time 0.4128326254685817
Epochs 81, rate 1860.2735719302564, time 0.4126638141897274
Epochs 82, rate 1860.2734466027177, time 0.41507478556013666
Epochs 83, rate 1860.2733283214611, time 0.4116153910108551
Epochs 84, rate 1860.2732165062373, time 0.41017431156069506
Epochs 85, rate 1860.273110638882, time 0.4195124198413396
Epochs 86, rate 1860.2730102551814, time 0.4099362443703285
Epochs 87, rate 1860.2729149382146, time 0.41053883262429736
Epochs 88, rate 1860.2728243122824, time 0.4098008243308868
Epochs 89, rate 1860.2727380380363, time 0.4118506756021816
