Updated best error: 5796.246310428729. was found in iteration 0, time 5.813011825137437
Epochs 0, rate 5796.246310428729, time 5.824305794525571
Updated best error: 3951.998399424319. was found in iteration 1, time 5.838657536016399
Epochs 1, rate 3951.998399424319, time 5.850346016748517
Epochs 2, rate 3976.61110864731, time 5.827533305446195
Epochs 3, rate 4040.7424585454896, time 5.868803335166376
Epochs 4, rate 4010.3590647529545, time 5.824295282467574
Updated best error: 3917.0299265593403. was found in iteration 5, time 5.824971455125706
Epochs 5, rate 3917.0299265593403, time 5.837336726872309
Epochs 6, rate 3947.845030710974, time 5.848273595473074
Epochs 7, rate 3959.254007304614, time 5.816658890835242
Updated best error: 3909.9841565232764. was found in iteration 8, time 5.8549026846249035
Epochs 8, rate 3909.9841565232764, time 5.865849137750047
Epochs 9, rate 3984.27724290689, time 5.8277079911131295
Epochs 10, rate 3968.7873725031377, time 5.857780824213478
Epochs 11, rate 3915.3276733186526, time 5.830203986481138
Epochs 12, rate 3961.053513262873, time 5.827366658411847
Epochs 13, rate 3920.140849353641, time 5.84249196368728
Epochs 14, rate 3933.4334304685935, time 5.827329247853413
Epochs 15, rate 3920.486415190666, time 5.830011986838144
Epochs 16, rate 3944.0147434179366, time 5.858438446182845
Epochs 17, rate 3964.0721706029085, time 5.832046688377886
Epochs 18, rate 3950.8334542858743, time 5.833580521280965
Epochs 19, rate 3947.5351613683374, time 5.839612896563267
Epochs 20, rate 3920.69148143302, time 5.850685494380741
Epochs 21, rate 3919.5391685785526, time 5.852342380196205
Epochs 22, rate 3917.2143398243784, time 5.843189778817759
Epochs 23, rate 3921.0298959688002, time 5.831639500725942
Epochs 24, rate 3917.8509110233313, time 5.870828761360826
Epochs 25, rate 3916.571667914701, time 5.871771445601553
Epochs 26, rate 3920.1590004019263, time 5.839511486123229
Epochs 27, rate 3928.7112894465126, time 5.838308164684349
Epochs 28, rate 3953.7318994868324, time 5.85606241194364
Epochs 29, rate 3922.362335582507, time 5.863559364219327
Epochs 30, rate 3922.190111017234, time 5.8407571649731835
Epochs 31, rate 3921.9147950957827, time 5.830311889661971
Epochs 32, rate 3921.3597991168226, time 5.854073159594918
Epochs 33, rate 3918.6332513774646, time 5.836690853675464
Epochs 34, rate 3941.5607880042808, time 5.859464299350293
Epochs 35, rate 3922.195594157819, time 5.838496454189226
Epochs 36, rate 3921.834832826179, time 5.8428911127030005
Epochs 37, rate 3921.372027379058, time 5.833758917086016
Epochs 38, rate 3932.8538986206563, time 5.865604886994333
Epochs 39, rate 3920.9878796400935, time 5.832491904942799
Epochs 40, rate 4021.9284721291588, time 5.843360754344758
Epochs 41, rate 3924.819313480299, time 5.840230325369703
Epochs 42, rate 3922.1728091491955, time 5.946087674890805
Epochs 43, rate 3921.8557324623685, time 6.467517896006029
Epochs 44, rate 3921.0754220701856, time 5.850465977879139
Epochs 45, rate 3914.617115591282, time 5.85372378826105
Epochs 46, rate 3918.1330975991154, time 5.86161958037701
Epochs 47, rate 4036.748266865835, time 5.834678103785336
Epochs 48, rate 3923.3727202339164, time 5.835847724803898
Epochs 49, rate 3974.9406183349315, time 5.983250272616715
Epochs 50, rate 3919.261007522524, time 5.841311212252549
Epochs 51, rate 3978.498841360527, time 5.845538296200175
Updated best error: 3900.8532330083176. was found in iteration 52, time 5.85046505034552
Epochs 52, rate 3900.8532330083176, time 5.861315658235981
Epochs 53, rate 3965.2454809405212, time 5.8378722234647284
Epochs 54, rate 3922.2863346354684, time 5.859870250287713
Epochs 55, rate 3975.825959837866, time 5.8712841808064695
Epochs 56, rate 3922.0261091048087, time 5.849325419609158
Epochs 57, rate 3922.283185985221, time 5.875095420113212
Epochs 58, rate 3921.78639886847, time 5.864795767722171
Epochs 59, rate 3925.6492613725077, time 5.895745739293488
Epochs 60, rate 3922.531203378415, time 5.885559555290456
Epochs 61, rate 3922.4239525442194, time 5.90110534287669
Epochs 62, rate 3922.2562003676317, time 5.866745136085228
Epochs 63, rate 3921.933210650638, time 5.850544818311391
Epochs 64, rate 3920.8450310085336, time 5.883064487454249
Epochs 65, rate 3929.553050173601, time 5.886257061243668
Epochs 66, rate 3929.4201833782968, time 5.906988385102522
Epochs 67, rate 3922.9914617727754, time 5.871619639121491
Epochs 68, rate 3934.0865812435327, time 5.881128722930953
Epochs 69, rate 3922.719397166654, time 5.859573130066565
Epochs 70, rate 3922.6796647431574, time 5.8572703710542555
Epochs 71, rate 3922.633049359412, time 5.850444026229525
Epochs 72, rate 3922.577152858601, time 5.847963798947603
Epochs 73, rate 3922.5081582250637, time 5.839940625422969
Epochs 74, rate 3922.4194760316705, time 5.856406836423048
Epochs 75, rate 3922.298325462814, time 5.846503550446869
Epochs 76, rate 3922.1150072536757, time 5.833515593865741
Epochs 77, rate 3921.774561019866, time 5.864689719608577
Epochs 78, rate 3920.6257316021192, time 5.8544553038136655
Epochs 79, rate 3985.499689802645, time 5.8550313027426455
Epochs 80, rate 3930.501403358712, time 5.859594772538912
Epochs 81, rate 3919.3537932430877, time 5.849884722918432
Epochs 82, rate 3916.3582957747603, time 5.883484351412335
Epochs 83, rate 3933.1955463187664, time 5.878961693133533
Epochs 84, rate 3921.8098783367545, time 5.8488486668702535
Epochs 85, rate 3920.8856947856484, time 5.829862035425322
Epochs 86, rate 3958.119554467077, time 5.841712834697319
Epochs 87, rate 3921.8204829695924, time 5.8501379398403515
Epochs 88, rate 3920.0199280321094, time 5.85015092532376
Epochs 89, rate 3923.5664193295693, time 5.87888130680949
Epochs 90, rate 3921.2980029081186, time 5.827370059370878
Epochs 91, rate 3919.951741135568, time 5.859741941349057
Epochs 92, rate 3930.345427911974, time 5.848593904056543
Epochs 93, rate 4072.0451663528265, time 5.845098954019704
Epochs 94, rate 3966.3227750522924, time 5.844824403804523
Epochs 95, rate 3922.384266099206, time 5.84853145006673
Epochs 96, rate 3922.170689733273, time 5.849845148111854
Epochs 97, rate 3921.783871946184, time 5.873188718334859
Epochs 98, rate 3920.8336629528617, time 5.846462429750318
Epochs 99, rate 3916.3588829216164, time 5.859698965583448
