Updated best error: 24980.17520853719. was found in iteration 0, time 1.6748892601099215
Epochs 0, rate 24980.17520853719, time 1.6831675056237145
Updated best error: 24810.908768377358. was found in iteration 1, time 1.7497239811855252
Epochs 1, rate 24810.908768377358, time 1.758593375365308
Epochs 2, rate 24882.918129990223, time 1.6861198479673476
Epochs 3, rate 24914.88136713221, time 1.6877949752961285
Epochs 4, rate 24937.57395846506, time 1.6994732531456975
Epochs 5, rate 24935.32016079789, time 1.6793006142470404
Epochs 6, rate 24972.374271413533, time 1.6861690073055797
Epochs 7, rate 24963.051203669864, time 1.6815656535181915
Epochs 8, rate 24961.165741558638, time 1.6825064826989546
Epochs 9, rate 24958.143448590192, time 1.676980541255034
Epochs 10, rate 24977.21831031694, time 1.6860156549228122
Epochs 11, rate 24975.422122731023, time 1.6792400153208291
Epochs 12, rate 24998.72345491924, time 1.6859074425665312
Epochs 13, rate 24863.103756068715, time 1.7131652084281086
Epochs 14, rate 24883.296771561523, time 1.6849864007963333
Epochs 15, rate 24921.998808553148, time 1.6820575559904682
Epochs 16, rate 24933.934679755792, time 1.695773936342448
Epochs 17, rate 24938.17816110343, time 1.7041149450233206
Epochs 18, rate 24968.833884373118, time 1.6792044598332723
Epochs 19, rate 24963.64522879426, time 1.687469410680933
Epochs 20, rate 24982.53929172482, time 1.6854990182037
Epochs 21, rate 24987.017869888816, time 1.7010584096351522
Epochs 22, rate 24985.52221021536, time 1.689357252595073
Epochs 23, rate 24979.357104900595, time 1.694812083056604
Epochs 24, rate 24995.604669262615, time 1.6904084583729855
Epochs 25, rate 25001.79768712437, time 1.66448665138887
Epochs 26, rate 25006.694410676413, time 1.661218947301677
Epochs 27, rate 24985.0488627024, time 1.6938400268845726
Epochs 28, rate 24988.873278233114, time 1.6636691843013978
Epochs 29, rate 24972.69004467101, time 1.8157820615451783
Epochs 30, rate 24991.117377474326, time 1.7930336592980893
Epochs 31, rate 25002.895732810997, time 1.6896778703521704
Epochs 32, rate 25012.057498480608, time 1.7355271379565238
Epochs 33, rate 25014.199954624124, time 1.71780288098671
Epochs 34, rate 24986.126908367558, time 1.690658274332236
Epochs 35, rate 25002.490124108816, time 1.7548056335945148
Epochs 36, rate 25020.29442998384, time 1.690880573441973
Epochs 37, rate 25010.164071259467, time 1.6788581802829867
Epochs 38, rate 24997.22629732594, time 1.6914250362024177
Epochs 39, rate 24999.262287352092, time 1.6516492645750986
Epochs 40, rate 25029.3625320079, time 1.6994070890214061
Epochs 41, rate 24993.051813387774, time 1.6627227899225545
Epochs 42, rate 25011.8723005868, time 1.6811123983206926
Epochs 43, rate 25003.098199969383, time 1.6554756536133937
Epochs 44, rate 24993.881932275483, time 1.6920529770650319
Epochs 45, rate 24983.376592742316, time 1.6822866570146289
Epochs 46, rate 24985.836770668815, time 1.6981530623597791
Epochs 47, rate 25000.588872654196, time 1.713564357443829
Epochs 48, rate 25009.989949875275, time 1.690152458846569
Epochs 49, rate 24998.241100287225, time 1.6694495793781243
Epochs 50, rate 25022.420809342286, time 1.6621270035902853
Epochs 51, rate 25001.92896526626, time 1.6716506187804043
Epochs 52, rate 25017.282249757, time 1.6502564169131801
Epochs 53, rate 25016.079175575098, time 1.6916250744761783
Epochs 54, rate 25012.54636203542, time 1.6663086383414338
Epochs 55, rate 25008.938378795756, time 1.6444491233414738
Epochs 56, rate 25027.864478275416, time 1.6643073280501994
Epochs 57, rate 25012.653994842392, time 1.6522407224110793
Epochs 58, rate 25011.13769660526, time 1.6554379338776926
Epochs 59, rate 25008.25057461874, time 1.7038679116667481
Epochs 60, rate 25020.72740963232, time 1.6479991070955293
Epochs 61, rate 25021.243633683906, time 1.654410843992082
Epochs 62, rate 25009.620020427334, time 1.6598854618569021
Epochs 63, rate 25016.850709085273, time 1.6465079407716985
Epochs 64, rate 25025.771897769624, time 1.7162576084883767
Epochs 65, rate 25014.747250665936, time 2.0255003971396945
Epochs 66, rate 25014.55026536974, time 2.0059176701834076
Epochs 67, rate 25019.27329005399, time 1.65358039142302
Epochs 68, rate 25000.62299538242, time 1.6852383810037281
Epochs 69, rate 25022.658344733747, time 1.6549188237258932
Epochs 70, rate 25021.77927276589, time 1.714236819963844
Epochs 71, rate 25018.09678944249, time 1.7046501324366545
Epochs 72, rate 25008.33649736554, time 1.6697173276770627
Epochs 73, rate 25013.8953980091, time 1.68411884685338
Epochs 74, rate 25010.800376727795, time 1.6630217652200372
Epochs 75, rate 25020.419830449824, time 1.6512402218504576
Epochs 76, rate 25017.768573360623, time 1.6652568142162636
Epochs 77, rate 25027.18365408153, time 1.6929928786994424
Epochs 78, rate 25026.798785466926, time 1.6807883795991074
Epochs 79, rate 25012.58376701718, time 1.6788121127392515
Epochs 80, rate 25024.7924000062, time 1.7073371999140363
Epochs 81, rate 25033.679274112437, time 1.6934328392380849
Epochs 82, rate 25017.482177823375, time 1.7365999862086028
Epochs 83, rate 25022.208194438936, time 1.7267409127089195
Epochs 84, rate 25026.944830922537, time 1.6935447617361206
Epochs 85, rate 25034.194816018262, time 1.692494174312742
Epochs 86, rate 25041.893411808614, time 1.7040169355459511
Epochs 87, rate 25028.216453611625, time 1.6866176248295233
Epochs 88, rate 25033.466674329877, time 1.710182566617732
Epochs 89, rate 25017.719063250555, time 1.7517419871073798
Epochs 90, rate 25033.990516460733, time 1.6859572202520212
Epochs 91, rate 25041.306213161166, time 1.6881319795065792
Epochs 92, rate 25037.79681862435, time 1.6925915654355776
Epochs 93, rate 25041.66627654971, time 1.7260273294959916
Epochs 94, rate 25040.00395668839, time 1.6915326302041649
Epochs 95, rate 25031.87305460528, time 1.7176476735403412
Epochs 96, rate 25030.455361509023, time 1.7173023215291323
Epochs 97, rate 25021.075444789425, time 1.6929406275885412
Epochs 98, rate 25020.280981061976, time 1.7200193792887148
Epochs 99, rate 25040.417347659793, time 1.695385299382906
