Updated best error: 2311.619255071864. was found in iteration 0, time 1.342519944311789
Epochs 0, rate 2311.619255071864, time 1.3504237750603352
Updated best error: 1871.5688221300848. was found in iteration 1, time 1.4103898087450943
Epochs 1, rate 1871.5688221300848, time 1.4205797028880625
Updated best error: 1836.7657651277539. was found in iteration 2, time 1.4992513250617776
Epochs 2, rate 1836.7657651277539, time 1.510907960440818
Updated best error: 1830.3929874714274. was found in iteration 3, time 1.774320341355633
Epochs 3, rate 1830.3929874714274, time 1.7848648628605588
Epochs 4, rate 1856.2179859084845, time 1.7228183692641323
Epochs 5, rate 1864.040226841595, time 1.3697158745344495
Epochs 6, rate 1845.6828741045033, time 1.4167931978299748
Epochs 7, rate 1873.9081522176662, time 1.3881057921134925
Epochs 8, rate 1851.3001859315511, time 1.4585229754920874
Updated best error: 1824.8441951155883. was found in iteration 9, time 1.4392330402661173
Epochs 9, rate 1824.8441951155883, time 1.4546885478266631
Epochs 10, rate 1872.413203822464, time 1.3758400757360505
Epochs 11, rate 1860.2220974443035, time 1.3627612207710627
Updated best error: 1789.570710250391. was found in iteration 12, time 1.329391930015845
Epochs 12, rate 1789.570710250391, time 1.3374664271141228
Updated best error: 1774.5437982786332. was found in iteration 13, time 1.3276460008892172
Epochs 13, rate 1774.5437982786332, time 1.3356493870087434
Epochs 14, rate 1852.3847587339233, time 1.354101758573961
Updated best error: 1753.0829245668183. was found in iteration 15, time 1.3301654938004503
Epochs 15, rate 1753.0829245668183, time 1.3384993913823564
Epochs 16, rate 1845.0392582735642, time 1.326915722049307
Updated best error: 1685.8684787603502. was found in iteration 17, time 1.3509583441154973
Epochs 17, rate 1685.8684787603502, time 1.3595046471018577
Updated best error: 1620.9496655856701. was found in iteration 18, time 1.3113025336206192
Epochs 18, rate 1620.9496655856701, time 1.319397436480358
Epochs 19, rate 1685.5645786992363, time 1.3316875779346447
Epochs 20, rate 1673.3568058993988, time 1.337290195559035
Epochs 21, rate 1654.5199969451012, time 1.3521805254204082
Epochs 22, rate 1798.618882293072, time 1.3602429645725351
Epochs 23, rate 1723.069326271456, time 1.3635119053724338
Epochs 24, rate 1794.201041379712, time 1.3250229332916206
Epochs 25, rate 1845.963388950715, time 1.363148930195166
Epochs 26, rate 1783.207103926842, time 1.3282795069608255
Epochs 27, rate 1750.5903025289003, time 1.316851045070507
Epochs 28, rate 1683.5147855645744, time 1.3870097554972745
Epochs 29, rate 1857.1406745108397, time 1.3170671606094402
Epochs 30, rate 1845.8211887173125, time 1.3356920535952668
Epochs 31, rate 1874.8762948821293, time 1.3378550640736648
Epochs 32, rate 1849.377785642637, time 1.3196302476426354
Epochs 33, rate 1814.294909316676, time 1.322735633184493
Epochs 34, rate 1809.1068697336275, time 1.3370954133097257
Epochs 35, rate 1795.8588105398662, time 1.3430093733550166
Epochs 36, rate 1839.6877202232758, time 1.3354774839463062
Epochs 37, rate 1806.2547796202643, time 1.3747962902343716
Epochs 38, rate 1789.8521501827745, time 1.3294287222197454
