Updated best error: 2204.34705839542. was found in iteration 0, time 2.12415760543081
Epochs 0, rate 2204.34705839542, time 2.1347732379144873
Updated best error: 1920.2684706372352. was found in iteration 1, time 2.1200990235811332
Epochs 1, rate 1920.2684706372352, time 2.1292884171634796
Updated best error: 1905.4557723464525. was found in iteration 2, time 2.065664496542013
Epochs 2, rate 1905.4557723464525, time 2.074047553454875
Updated best error: 1895.5241733025214. was found in iteration 3, time 2.084986277128337
Epochs 3, rate 1895.5241733025214, time 2.093702628109895
Epochs 4, rate 1896.0360004883632, time 2.069581165611453
Epochs 5, rate 1926.307269302257, time 2.109424028894864
Epochs 6, rate 1934.3243984656256, time 2.040784001641441
Epochs 7, rate 1923.5531063405235, time 2.054477193625644
Epochs 8, rate 1931.9587648736488, time 2.104177275337861
Epochs 9, rate 1907.490786712655, time 2.331949761020951
Epochs 10, rate 1908.1749301285327, time 2.120172917166201
Epochs 11, rate 1908.3739668819378, time 2.0851832236221526
Epochs 12, rate 1899.8088221211815, time 2.087652011308819
Epochs 13, rate 1903.0279424906096, time 2.046428667490545
Epochs 14, rate 1924.5127379870034, time 2.1521422491641715
Epochs 15, rate 1915.7989270167657, time 2.0502838101019734
Epochs 16, rate 1900.633217004478, time 2.0998790804151213
Updated best error: 1869.1686296031946. was found in iteration 17, time 2.050652659658226
Epochs 17, rate 1869.1686296031946, time 2.0592311171785695
Updated best error: 1838.6038974343571. was found in iteration 18, time 2.062010319750698
Epochs 18, rate 1838.6038974343571, time 2.0702953671861906
Epochs 19, rate 1945.5008870205447, time 2.0882116237989976
Epochs 20, rate 1919.3931373642047, time 2.062272502837004
Epochs 21, rate 1931.2756835662176, time 2.0896913505202974
Epochs 22, rate 1956.356752820716, time 2.095352402822755
Epochs 23, rate 1969.8498300293898, time 2.0894192737323465
Epochs 24, rate 1975.6458899397123, time 2.071018844100763
Epochs 25, rate 1975.4770855266872, time 2.0432005382172065
Epochs 26, rate 1971.4676804672251, time 2.130096918081108
Epochs 27, rate 1968.4329714208563, time 2.069422866385139
Epochs 28, rate 1897.8211575579192, time 2.0916240232691052
Epochs 29, rate 1974.593225803563, time 2.057461381322355
Epochs 30, rate 1890.2960389489265, time 2.066140940100013
Epochs 31, rate 1871.0007405782085, time 2.1200866564613534
Updated best error: 1799.472322342885. was found in iteration 32, time 2.08662275718234
Epochs 32, rate 1799.472322342885, time 2.0952744899259415
Updated best error: 1737.0242994727932. was found in iteration 33, time 2.0613360021598055
Epochs 33, rate 1737.0242994727932, time 2.0696998900239123
Epochs 34, rate 1938.206854379941, time 2.1672233419594704
Epochs 35, rate 1944.2713634406791, time 2.105931552279799
Epochs 36, rate 1926.1663215539559, time 2.0853616194217466
Epochs 37, rate 1923.8331598471989, time 2.076818408226245
Epochs 38, rate 1863.0224541137545, time 2.0934410633781226
Epochs 39, rate 1912.784326645854, time 2.0663258286513155
Epochs 40, rate 1910.293925398375, time 2.101127851048659
Epochs 41, rate 1852.3141638649317, time 2.12608625885332
Epochs 42, rate 1827.5972447673132, time 2.0707195596332895
Epochs 43, rate 1885.3246909358318, time 2.0826142622026964
Epochs 44, rate 1871.469277317705, time 2.0925240409269463
Epochs 45, rate 1794.742636163621, time 2.103259325354884
Epochs 46, rate 1921.9140986297919, time 2.057095623553323
Epochs 47, rate 1738.6790103970934, time 2.068548510520486
Updated best error: 1735.5674055833488. was found in iteration 48, time 2.0631307814328466
Epochs 48, rate 1735.5674055833488, time 2.0716028816605103
Epochs 49, rate 1901.2552066410553, time 2.102384969482955
Epochs 50, rate 1885.6383560606942, time 2.0596290294779465
Epochs 51, rate 1872.2678385518254, time 2.100785899987386
Epochs 52, rate 1860.579546223016, time 2.0913040238665417
Epochs 53, rate 1888.5336086634045, time 2.0549335406030877
Epochs 54, rate 1920.1750532513577, time 2.06143153821904
Epochs 55, rate 1924.9342456766333, time 2.0943151100655086
Epochs 56, rate 1924.9285446292024, time 2.0837594581462326
Epochs 57, rate 1924.9170484986969, time 2.1460273233169573
Epochs 58, rate 1924.8978607524405, time 2.1209313312137965
Epochs 59, rate 1924.8563728713773, time 2.066207413408847
Epochs 60, rate 1924.6990557037707, time 2.0656187381828204
Epochs 61, rate 1884.1326597904606, time 2.089539853222959
Epochs 62, rate 1953.21204560132, time 2.120806732418714
Epochs 63, rate 1846.2865484826655, time 2.077488706498116
Epochs 64, rate 1930.0856612134921, time 2.071323075419059
Epochs 65, rate 1915.3166871506467, time 2.0919536071960465
Epochs 66, rate 1907.9427413577073, time 2.076374428368581
Epochs 67, rate 1904.6886784239978, time 2.102823384135263
Epochs 68, rate 1901.6395245381696, time 2.110399795201374
Epochs 69, rate 1898.5040218590693, time 2.0741922488450655
Epochs 70, rate 1892.2280105107075, time 2.1129424764731084
Epochs 71, rate 1913.5076669400764, time 2.06179389503086
Epochs 72, rate 1891.890897832593, time 2.101294498083007
Epochs 73, rate 1964.9263467795106, time 2.1186270263133338
Epochs 74, rate 1935.4732900591744, time 2.0950750700067147
Epochs 75, rate 1933.9632235858005, time 2.0798025959229562
Epochs 76, rate 1926.3794093093557, time 2.0976443406034377
Epochs 77, rate 1924.9536022292832, time 2.0876854025555076
Epochs 78, rate 1924.957375614247, time 2.123232853518857
Epochs 79, rate 1924.9548970898784, time 2.074416093833861
Epochs 80, rate 1924.952113039352, time 2.10279463056213
Epochs 81, rate 1924.9489676531139, time 2.101420951948967
Epochs 82, rate 1924.9453696496084, time 2.0875809003337054
Epochs 83, rate 1924.9411934224784, time 2.079677687936055
Epochs 84, rate 1924.9362607061628, time 2.0907926431682426
Epochs 85, rate 1924.930308682495, time 2.0637679976498475
Epochs 86, rate 1924.9229309658554, time 2.0775891894008964
Epochs 87, rate 1924.9134592577475, time 2.067396821832517
Epochs 88, rate 1924.9006994241174, time 2.0767553358746227
Epochs 89, rate 1924.8822493827486, time 2.065850621802383
Epochs 90, rate 1924.8523001547712, time 2.102981064999767
Epochs 91, rate 1924.7912677225745, time 2.122353550803382
Epochs 92, rate 1924.5376263669898, time 2.0879194504304905
Epochs 93, rate 1925.298061692323, time 2.1047606945503503
Epochs 94, rate 1924.7546290872108, time 2.1385050184253487
Epochs 95, rate 1924.4937833210054, time 2.0727066477338667
Epochs 96, rate 1938.198448939864, time 2.1011828847622382
Epochs 97, rate 1941.470315110253, time 2.082077838073019
Epochs 98, rate 1941.2243698815764, time 2.078279893437866
Epochs 99, rate 1940.8833861805656, time 2.119854154472705
