Updated best error: 3192.6377773312947. was found in iteration 0, time 0.9194717629288789
Epochs 0, rate 3192.6377773312947, time 0.9309370170230977
Updated best error: 2801.2254554416727. was found in iteration 1, time 0.9275484242534731
Epochs 1, rate 2801.2254554416727, time 0.9425083192181773
Updated best error: 2801.2144951076853. was found in iteration 2, time 0.947859265783336
Epochs 2, rate 2801.2144951076853, time 0.947885545931058
Updated best error: 2801.193013564197. was found in iteration 3, time 0.9856080653262325
Epochs 3, rate 2801.193013564197, time 0.9856306353467517
Updated best error: 2801.1327595599014. was found in iteration 4, time 0.9672431912040338
Epochs 4, rate 2801.1327595599014, time 0.967280601762468
Epochs 5, rate 2839.431194779601, time 0.9284864708315581
Epochs 6, rate 2801.3253473538743, time 0.9311967266548891
Epochs 7, rate 2801.2584150479006, time 0.9347584591887426
Epochs 8, rate 2801.258415042685, time 0.9373104158148635
Epochs 9, rate 2801.258415037475, time 0.9831902920559514
Epochs 10, rate 2801.258415032256, time 1.0463257111550774
Epochs 11, rate 2801.2584150270027, time 0.9820262362190988
Epochs 12, rate 2801.258415021756, time 1.039462883316446
Epochs 13, rate 2801.2584150165007, time 0.9258961761370301
Epochs 14, rate 2801.2584150112843, time 0.9499734261480626
Epochs 15, rate 2801.25841500606, time 0.9264366195420735
Epochs 16, rate 2801.2584150008047, time 0.9320689182786737
Epochs 17, rate 2801.2584149955765, time 0.9198959553614259
Epochs 18, rate 2801.2584149903455, time 0.956856659729965
Epochs 19, rate 2801.258414985091, time 0.9420164167531766
Epochs 20, rate 2801.2584149798295, time 0.9401508356677368
Epochs 21, rate 2801.2584149745676, time 1.0334487495420035
Epochs 22, rate 2801.258414969316, time 0.9857060748327058
Epochs 23, rate 2801.258414964076, time 0.9430070235976018
Epochs 24, rate 2801.2584149588, time 0.9332332832855172
Epochs 25, rate 2801.258414953555, time 0.9057856820290908
Epochs 26, rate 2801.2584149483114, time 0.919226584606804
Epochs 27, rate 2801.258414943029, time 0.9173307040764485
Epochs 28, rate 2801.2584149377485, time 0.9438000656082295
Epochs 29, rate 2801.258414932487, time 0.9114544637850486
Epochs 30, rate 2801.2584149272298, time 0.8943012588715646
Epochs 31, rate 2801.2584149219674, time 0.8792986973421648
Epochs 32, rate 2801.258414916693, time 0.9167454298003577
Epochs 33, rate 2801.258414911414, time 0.8812823844782542
Epochs 34, rate 2801.25841490613, time 0.9318500201334246
Epochs 35, rate 2801.258414900873, time 0.9229778433800675
Epochs 36, rate 2801.2584148955993, time 1.1122610477905255
Epochs 37, rate 2801.258414890301, time 0.9099404182634316
Epochs 38, rate 2801.2584148850215, time 0.8819452624884434
Epochs 39, rate 2801.2584148797314, time 0.9068696606846061
Epochs 40, rate 2801.258414874462, time 0.9188367109454703
Epochs 41, rate 2801.2584148691567, time 0.9115908113308251
Epochs 42, rate 2801.2584148638716, time 0.9080157841381151
Epochs 43, rate 2801.2584148585643, time 0.9055918272933923
Epochs 44, rate 2801.2584148532555, time 0.9125807998643722
Epochs 45, rate 2801.2584148479455, time 0.9026747312746011
Epochs 46, rate 2801.2584148426613, time 0.9196099655528087
Epochs 47, rate 2801.2584148373667, time 0.917486839054618
Epochs 48, rate 2801.2584148320516, time 0.8873311461939011
Epochs 49, rate 2801.258414826754, time 0.9067500087548979
Epochs 50, rate 2801.258414821406, time 0.8924347502470482
Epochs 51, rate 2801.2584148161127, time 0.8763751085789409
Epochs 52, rate 2801.258414810781, time 0.904595655243611
Epochs 53, rate 2801.2584148054784, time 0.9065311105805449
Epochs 54, rate 2801.258414800195, time 0.9067623758746777
Epochs 55, rate 2801.258414794844, time 0.8982318409834988
Epochs 56, rate 2801.2584147895436, time 0.9096983317576814
Epochs 57, rate 2801.258414784194, time 0.8875376772193704
Epochs 58, rate 2801.2584147788702, time 0.8868763451173436
Epochs 59, rate 2801.2584147735574, time 0.8802580772025976
Epochs 60, rate 2801.2584147682205, time 0.9149973364255857
Epochs 61, rate 2801.2584147628804, time 0.911900607869029
Epochs 62, rate 2801.2584147575362, time 0.9077628764207475
Epochs 63, rate 2801.2584147522084, time 0.8944137997168582
Epochs 64, rate 2801.2584147468847, time 0.9053052191447932
Epochs 65, rate 2801.258414741516, time 0.901514694764046
Epochs 66, rate 2801.258414736179, time 0.9262239049712662
Epochs 67, rate 2801.2584147308585, time 0.9177817950258031
Epochs 68, rate 2801.258414725509, time 0.9167602703673765
Epochs 69, rate 2801.2584147201396, time 0.9293901986384299
Epochs 70, rate 2801.2584147148, time 0.9013628883112688
Epochs 71, rate 2801.258414709427, time 0.9780053741415031
Epochs 72, rate 2801.25841470407, time 0.9240967591467779
Epochs 73, rate 2801.2584146987247, time 0.9024604707956314
Epochs 74, rate 2801.258414693346, time 0.9349755022558384
Epochs 75, rate 2801.2584146879863, time 0.9136499379819725
Epochs 76, rate 2801.25841468262, time 0.9135247208178043
Epochs 77, rate 2801.2584146772556, time 0.901964858174324
Epochs 78, rate 2801.2584146718773, time 0.9028457068197895
Epochs 79, rate 2801.2584146665113, time 0.9113876812916715
Epochs 80, rate 2801.2584146611293, time 0.9120873514912091
Epochs 81, rate 2801.2584146557506, time 0.8827896280563436
Epochs 82, rate 2801.2584146503846, time 0.9161054309806786
Epochs 83, rate 2801.2584146450195, time 0.9098628145584371
Epochs 84, rate 2801.258414639628, time 0.9090277242939919
Epochs 85, rate 2801.2584146342656, time 0.9361998478125315
Epochs 86, rate 2801.258414628882, time 0.8857011588988826
Epochs 87, rate 2801.2584146234917, time 0.9205316256557126
Epochs 88, rate 2801.258414618111, time 0.901578694669297
Epochs 89, rate 2801.2584146126997, time 0.9105303302349057
Epochs 90, rate 2801.2584146072973, time 0.9046108049515169
Epochs 91, rate 2801.258414601926, time 0.9100770750374068
Epochs 92, rate 2801.2584145965416, time 0.8898293058155105
Epochs 93, rate 2801.258414591119, time 0.9183244027371984
Epochs 94, rate 2801.258414585686, time 0.9073445583635475
Epochs 95, rate 2801.2584145802994, time 0.9054709386546165
Epochs 96, rate 2801.258414574916, time 0.8852049279375933
Epochs 97, rate 2801.25841456951, time 0.8754917865153402
Epochs 98, rate 2801.2584145641144, time 0.9125854375306517
Epochs 99, rate 2801.258414558695, time 0.8926990976033267
