Updated best error: 2207.5421281321564. was found in iteration 0, time 7.036773342420929
Epochs 0, rate 2207.5421281321564, time 7.04950746371469
Updated best error: 1885.119915392419. was found in iteration 1, time 7.075214391865302
Epochs 1, rate 1885.119915392419, time 7.087813711492345
Epochs 2, rate 1935.8453357084004, time 7.037127969771973
Epochs 3, rate 1917.6404526782135, time 7.053558316110866
Epochs 4, rate 1945.1173793480898, time 7.052571728563635
Epochs 5, rate 1974.0027481765817, time 7.068899118574336
Epochs 6, rate 1981.5234302504164, time 7.068764316893066
Epochs 7, rate 1990.574351701218, time 7.076841287402203
Epochs 8, rate 1976.0718343957556, time 7.1295110254432075
Epochs 9, rate 1972.3308402643574, time 7.097056902086479
Epochs 10, rate 2012.0840470219168, time 7.095819880210911
Epochs 11, rate 2028.4349209685033, time 7.407013273943448
Epochs 12, rate 2020.868511040415, time 7.155628851396614
Epochs 13, rate 2052.5458751537535, time 7.831312081048964
Epochs 14, rate 2073.992219889447, time 7.172333129579783
Epochs 15, rate 2068.696610445378, time 7.098397189445677
Epochs 16, rate 2081.168820035475, time 7.077961130737094
Epochs 17, rate 2080.7348363199467, time 7.102866669069044
Epochs 18, rate 2063.8969502731206, time 7.120921437512152
Epochs 19, rate 2060.8347412593657, time 7.100087157319649
Epochs 20, rate 2078.7778768207095, time 7.081485143527971
Epochs 21, rate 2072.7823694988433, time 7.095110007139738
Epochs 22, rate 2063.7096926024815, time 7.14658631743805
Epochs 23, rate 2107.854899383109, time 7.096833675444941
Epochs 24, rate 2166.7877160072667, time 7.101247193815652
Epochs 25, rate 2132.015491833486, time 7.075828728906345
Epochs 26, rate 2115.963188589195, time 7.0774951992498245
Epochs 27, rate 2054.269556897977, time 7.087537924569915
Epochs 28, rate 2160.4837243005827, time 7.086692631448386
Epochs 29, rate 2148.6763214694297, time 7.081828022113768
Epochs 30, rate 2183.048161620294, time 7.085360073528136
Epochs 31, rate 2226.5282858623727, time 7.109862752724439
Epochs 32, rate 2207.6973160789735, time 7.118990001486964
Epochs 33, rate 2177.4024041543535, time 7.107612244813936
Epochs 34, rate 2132.0583220281783, time 7.125165835444932
Epochs 35, rate 2053.2340118785864, time 7.118341036504717
Epochs 36, rate 2108.3580148339765, time 7.085446952609345
Epochs 37, rate 2228.6604677468267, time 7.074441137272515
Epochs 38, rate 2164.0923076245394, time 7.127681927391677
Epochs 39, rate 2208.3259440809074, time 7.0685448003787315
Epochs 40, rate 2214.559843602148, time 7.085848575035925
Epochs 41, rate 2215.2253382512004, time 7.059152895104489
Epochs 42, rate 2218.5529970932394, time 7.067845748533728
Epochs 43, rate 2192.0626067730486, time 7.151803389890119
Epochs 44, rate 2195.1910809862457, time 7.108810001038364
Epochs 45, rate 2157.9034921442026, time 7.1035499528370565
Epochs 46, rate 2190.697309735047, time 7.093888444185723
Epochs 47, rate 2126.830765293845, time 7.104818201682065
Epochs 48, rate 2170.7348411539447, time 7.082817701448221
Epochs 49, rate 1964.2332984632355, time 7.096210681425873
Epochs 50, rate 2186.601265119397, time 7.095823590352666
Epochs 51, rate 2173.886944415836, time 7.085764787756489
Epochs 52, rate 2205.6672279801737, time 7.071535480834427
Epochs 53, rate 2184.8737534317843, time 7.1288793744461145
Epochs 54, rate 2184.9739859824263, time 7.140161285889917
Epochs 55, rate 2176.6643603532584, time 7.090100702422205
Epochs 56, rate 2210.396623609761, time 7.086194236238953
Epochs 57, rate 2162.6676025480933, time 7.181383392991847
Epochs 58, rate 2103.347599378946, time 7.1349216434318805
Epochs 59, rate 2221.4049829112323, time 7.056818909084541
Epochs 60, rate 2210.1022087062875, time 7.073310163526912
Epochs 61, rate 2206.6006174927, time 7.056740377825918
Epochs 62, rate 2208.895486586719, time 7.056339064569329
Epochs 63, rate 2206.247505275378, time 7.0118195722898236
Epochs 64, rate 2205.4122886787122, time 7.02236563967017
Epochs 65, rate 2204.7708217672453, time 7.054484613909153
Epochs 66, rate 2208.834353722469, time 7.05145899632771
Epochs 67, rate 2208.9954198838964, time 7.032163495896384
Epochs 68, rate 2179.027203204567, time 7.005280144803692
Epochs 69, rate 2202.359652718055, time 7.017271929318667
Epochs 70, rate 2216.551699492461, time 7.057949573660153
Epochs 71, rate 2109.2761169178666, time 7.044431994872866
Epochs 72, rate 2008.3067127921654, time 7.084235901711509
Epochs 73, rate 2075.9488293506365, time 7.095728054307983
Epochs 74, rate 2062.6022221834455, time 7.04364977410296
Epochs 75, rate 2085.9665532813638, time 7.043126644624863
Epochs 76, rate 2121.758132423032, time 7.090708546704263
Epochs 77, rate 2128.7268216241687, time 7.035778097881121
Epochs 78, rate 2128.1907227983606, time 7.041929815939511
Epochs 79, rate 2158.107939447364, time 7.053096094736247
Epochs 80, rate 2167.2858482121596, time 7.04416919342475
Epochs 81, rate 2190.6594053073304, time 7.037068298392114
Epochs 82, rate 2188.2343960210665, time 7.045441152411513
Epochs 83, rate 2185.185233782925, time 7.054693309168215
Epochs 84, rate 2210.0977616889263, time 7.030514957892592
Epochs 85, rate 2208.6012644449993, time 7.055178409718792
Epochs 86, rate 2201.3447540168236, time 7.0814798874926055
Epochs 87, rate 2195.1354052687, time 7.058560200544889
Epochs 88, rate 2202.8368257475254, time 7.087715702014975
Epochs 89, rate 2185.9987382014697, time 7.086880302595091
Epochs 90, rate 2179.0313027843627, time 7.046959217230324
Epochs 91, rate 2178.263497414774, time 7.072275344195077
Epochs 92, rate 2176.9107954194737, time 7.0184468063671375
Epochs 93, rate 2301.826671489147, time 7.07911374696414
Epochs 94, rate 2303.6795086599877, time 7.052906568525941
Epochs 95, rate 2281.070576857639, time 7.205051600292791
Epochs 96, rate 2266.9238515374523, time 7.055862311841338
Epochs 97, rate 2274.530471120984, time 7.059573686594376
Epochs 98, rate 2273.9016642004044, time 7.030042842816329
Epochs 99, rate 2273.311417805664, time 7.054769366994151
