Updated best error: 25992.83474996834. was found in iteration 0, time 1.7703640974868904
Epochs 0, rate 25992.83474996834, time 1.7788810285492218
Updated best error: 24822.558403135492. was found in iteration 1, time 1.7282648519103532
Epochs 1, rate 24822.558403135492, time 1.7368170292829745
Epochs 2, rate 24891.33071264501, time 1.7075390932659502
Epochs 3, rate 24941.14924675199, time 1.713687410352577
Epochs 4, rate 24944.86501130123, time 1.7237122033548076
Epochs 5, rate 24965.67718713649, time 1.7015308338741306
Epochs 6, rate 24986.023909134772, time 1.6813226394733647
Epochs 7, rate 24997.17075191749, time 1.6856635009899037
Epochs 8, rate 25005.102298063135, time 1.6821552562905708
Epochs 9, rate 25012.09677490705, time 1.6908756265911506
Epochs 10, rate 25014.836789730118, time 1.6912175776451477
Epochs 11, rate 25003.351735526983, time 1.749999149753421
Epochs 12, rate 25017.79121390521, time 1.811058746636263
Epochs 13, rate 25015.862453620484, time 1.7078482714350685
Epochs 14, rate 25026.604990722026, time 1.7590237513722968
Epochs 15, rate 25024.4660373936, time 1.7330750458859256
Epochs 16, rate 25010.521331238186, time 1.7218382744613336
Epochs 17, rate 25017.732414003993, time 1.71750205061835
Epochs 18, rate 25025.32912253442, time 1.7392954015012947
Epochs 19, rate 25026.384445752, time 1.7056701112232986
Epochs 20, rate 25005.155829843487, time 1.7066384572535753
Epochs 21, rate 25043.965139080283, time 1.7387336247629719
Epochs 22, rate 25025.32350066485, time 1.721249908405298
Epochs 23, rate 25016.080367653984, time 1.7092896600661334
Epochs 24, rate 25005.26893910247, time 1.7227324177292758
Epochs 25, rate 25030.882514466583, time 1.747467598899675
Epochs 26, rate 25022.67808341723, time 1.7147812827242888
Epochs 27, rate 25018.12174570283, time 1.7093075923985452
Epochs 28, rate 25021.055979739762, time 1.7180418757125153
Epochs 29, rate 25031.44002300769, time 1.7175481181693613
Epochs 30, rate 25046.075873227033, time 1.7185990147700068
Epochs 31, rate 25036.549093371465, time 1.7418708556579077
Epochs 32, rate 25036.588527920023, time 1.7135142705810722
Epochs 33, rate 25017.5869077488, time 1.7194449262460694
Epochs 34, rate 25034.64980301802, time 1.7104237255916814
Epochs 35, rate 25029.740077513754, time 1.74394822378963
Epochs 36, rate 25039.668295766594, time 1.7182771603038418
Epochs 37, rate 25031.169422304032, time 1.712813363672467
Epochs 38, rate 25038.352100611653, time 1.738648291589925
Epochs 39, rate 25033.130394197222, time 1.7317536183836637
Epochs 40, rate 25028.511238610365, time 1.754533247629297
Epochs 41, rate 25033.882021797603, time 1.7111076277069515
Epochs 42, rate 25020.048140279247, time 1.7657517775442102
Epochs 43, rate 25031.372704677724, time 1.7441102331504226
Epochs 44, rate 25034.817208949924, time 1.80731459899107
Epochs 45, rate 25041.418022329548, time 1.7589285244976054
Epochs 46, rate 25040.678551247176, time 1.8020805217456655
Epochs 47, rate 25019.736043118548, time 1.912581727388897
Epochs 48, rate 25029.047136194302, time 1.8250002086933819
Epochs 49, rate 25028.406100417058, time 1.8650233228618163
Epochs 50, rate 25037.488299564826, time 1.8056997614112333
Epochs 51, rate 25032.094621229422, time 1.7856529580167262
Epochs 52, rate 25046.1274375545, time 1.7661688588923425
Epochs 53, rate 25027.542799542774, time 1.7561159306860645
Epochs 54, rate 25039.94073597212, time 1.7464776103952317
Epochs 55, rate 25040.030135723533, time 1.7907581079634838
Epochs 56, rate 25031.80393654696, time 1.7540521663977415
Epochs 57, rate 25042.595644819066, time 1.7892944585037185
Epochs 58, rate 25047.95485122296, time 1.759236465957656
Epochs 59, rate 25045.27321746585, time 1.743167858083325
Epochs 60, rate 25045.963513944083, time 1.8071878359405673
Epochs 61, rate 25048.649257941914, time 1.7511434181651566
Epochs 62, rate 25042.878530242735, time 1.754038871731609
Epochs 63, rate 25037.44193845772, time 1.7847146022686502
Epochs 64, rate 25058.31600858958, time 1.7521844210641575
Epochs 65, rate 25032.801373785627, time 1.7543594895032584
Epochs 66, rate 25045.1678849318, time 1.7719594568479806
Epochs 67, rate 25038.6093050951, time 1.7481876748570357
Epochs 68, rate 25041.732614112883, time 1.7768704429036006
Epochs 69, rate 25054.642597517035, time 1.7860722036202787
Epochs 70, rate 25039.457409877545, time 1.7562615536007797
