Updated best error: 19543.476058528373. was found in iteration 0, time 1.920880687830504
Epochs 0, rate 19543.476058528373, time 1.93046892125858
Updated best error: 18946.50185820088. was found in iteration 1, time 1.964047525631031
Epochs 1, rate 18946.50185820088, time 1.9733540977467783
Updated best error: 18867.207094909812. was found in iteration 2, time 1.916256309938035
Epochs 2, rate 18867.207094909812, time 1.9247543811361538
Updated best error: 18717.303551372137. was found in iteration 3, time 1.9384450997022213
Epochs 3, rate 18717.303551372137, time 1.9473788029426942
Epochs 4, rate 19068.412963839724, time 1.9359129304793896
Epochs 5, rate 19102.494103863144, time 1.9335214373422787
Epochs 6, rate 18994.092335552017, time 1.9279367520357482
Epochs 7, rate 18929.49198315611, time 1.9180705674516503
Epochs 8, rate 18938.455354256173, time 1.9190268555248622
Epochs 9, rate 19046.759916864143, time 1.9334871185565135
Epochs 10, rate 18884.000745066485, time 1.9303777136956342
Epochs 11, rate 18897.439265557212, time 1.9289378709654557
Epochs 12, rate 18916.07261718939, time 1.9328529941267334
Epochs 13, rate 18814.346143478782, time 1.9320160488132387
Epochs 14, rate 19082.12252085897, time 1.934315716061974
Epochs 15, rate 18928.76832666289, time 1.936379480350297
Epochs 16, rate 18922.64385111445, time 1.9282536596583668
Epochs 17, rate 18945.40867319364, time 1.9307839738175971
Epochs 18, rate 18901.073636106685, time 1.9641387331939768
Epochs 19, rate 19026.946013984536, time 1.9211543105193414
Epochs 20, rate 18942.37308771268, time 1.9743709847389255
Epochs 21, rate 18929.86301929956, time 1.9336911761347437
Epochs 22, rate 18818.358316491853, time 1.932170019543264
Epochs 23, rate 18889.191588497448, time 1.9408032016071957
Epochs 24, rate 18974.746772964485, time 1.9305601288215257
Epochs 25, rate 18984.595803336015, time 1.9452028069645166
Epochs 26, rate 18973.878525298336, time 1.9404968060407555
Epochs 27, rate 18918.40864613496, time 1.9717791441362351
Epochs 28, rate 18876.768957845332, time 1.9288602672313573
Epochs 29, rate 18990.26558474275, time 1.9277163079968886
Epochs 30, rate 19029.828660552852, time 1.9502393193688476
Epochs 31, rate 19101.69138305324, time 1.9184644604392815
Epochs 32, rate 18918.076875850053, time 1.9358217229164438
Epochs 33, rate 18815.432713783008, time 1.927960867935326
Epochs 34, rate 19144.826183684025, time 1.9237149241234874
Epochs 35, rate 18816.423617222354, time 1.9434151387831662
Epochs 36, rate 18835.637093362093, time 1.9238750784134027
Epochs 37, rate 19023.859142738303, time 1.9236203156033298
Epochs 38, rate 19026.221059711483, time 1.9619849980517756
Epochs 39, rate 18752.669196361614, time 1.9379120765370317
Epochs 40, rate 18896.222056170485, time 1.9377148208586732
Epochs 41, rate 18903.355067879063, time 1.9345902662607841
Epochs 42, rate 18850.210356305804, time 1.9360566983232275
Epochs 43, rate 19028.330627432235, time 1.9317943680798635
Epochs 44, rate 18924.74979143621, time 1.926323460342246
Epochs 45, rate 18923.690803433357, time 1.9551166049932363
Epochs 46, rate 19083.54496801975, time 1.9317526290105889
Epochs 47, rate 19041.52770108976, time 1.925894011859782
Epochs 48, rate 18983.9561353888, time 1.93043707589095
Epochs 49, rate 18950.161745239955, time 1.9365915765665704
Epochs 50, rate 18952.527973776967, time 1.9260588038305286
Epochs 51, rate 18990.754354542605, time 1.9322148503852077
Epochs 52, rate 19045.49726746198, time 1.938019670531503
Epochs 53, rate 19034.98341318663, time 1.932421381396125
Epochs 54, rate 18975.87921806937, time 1.9326643954555038
Epochs 55, rate 19049.349770948378, time 1.9348240049585002
Epochs 56, rate 18956.767818095734, time 1.9504538890178083
Epochs 57, rate 18841.46880359763, time 1.9356822835688945
Epochs 58, rate 18875.49457029727, time 1.9314756053790916
Epochs 59, rate 18981.95222770329, time 1.9393021415889962
Epochs 60, rate 18920.97080914419, time 1.9490094085922465
Epochs 61, rate 18922.940691182503, time 1.9332184427330503
Epochs 62, rate 18950.399141326285, time 1.9341503057366936
Epochs 63, rate 18973.319571533844, time 1.9346994061634177
Epochs 64, rate 18910.658842824392, time 1.9190664303314406
Epochs 65, rate 18851.272655855373, time 1.9164155367034255
Epochs 66, rate 19033.551569811767, time 1.9350169321405701
Epochs 67, rate 18817.938705838747, time 1.935859133474878
Epochs 68, rate 18900.657228580218, time 1.933216587654897
Epochs 69, rate 19055.221941941963, time 1.9301452117215376
Epochs 70, rate 18927.437060258806, time 1.9252438101830194
Epochs 71, rate 18862.02453952698, time 1.9298688064300222
Epochs 72, rate 19060.071766751145, time 1.9315782525372924
Epochs 73, rate 18911.304884475197, time 1.929472130825161
Epochs 74, rate 18989.87141791379, time 1.9359150947275339
Epochs 75, rate 18843.03473926634, time 1.9251300325995544
Epochs 76, rate 18872.83324911897, time 1.922722153016366
Epochs 77, rate 18831.88300996527, time 1.955929743577144
Epochs 78, rate 18885.055271271296, time 1.9304877811227925
Epochs 79, rate 18811.72553307933, time 1.9382135252526496
Epochs 80, rate 18829.112637787122, time 1.9328740182536421
Epochs 81, rate 19006.40712123465, time 1.9287928663979983
Epochs 82, rate 19018.28006083846, time 1.9384327325678896
Epochs 83, rate 18938.512943303278, time 1.9332357567036524
Epochs 84, rate 18808.222210881995, time 1.9355861291551264
Epochs 85, rate 18866.045155379597, time 1.9414376352069667
Epochs 86, rate 18975.366997638746, time 1.9309614420781145
Epochs 87, rate 19023.07376492573, time 1.9466086401080247
Epochs 88, rate 18850.30080727991, time 1.9211536921648076
Epochs 89, rate 18882.287216324174, time 1.936330011827522
Epochs 90, rate 18845.7210506311, time 1.9389688475203002
Epochs 91, rate 19035.03990366681, time 1.9377998448471772
Epochs 92, rate 18896.651427020253, time 1.9416871419962263
Epochs 93, rate 18900.368174492203, time 1.946993257763097
Epochs 94, rate 18941.25381268089, time 1.9319659619504819
Epochs 95, rate 19113.91309956307, time 1.9373886378889438
Epochs 96, rate 19010.046966430975, time 1.9265813149395399
Epochs 97, rate 18916.19907267524, time 1.9626704460533801
Epochs 98, rate 18881.576812875053, time 1.9393389337928966
Epochs 99, rate 18932.04494974847, time 1.9318623872677563
