Updated best error: 26533.644841989015. was found in iteration 0, time 4.382752990448353
Epochs 0, rate 26533.644841989015, time 4.393248043445055
Updated best error: 25165.449272467467. was found in iteration 1, time 4.455062035052833
Epochs 1, rate 25165.449272467467, time 4.464917089233495
Updated best error: 25092.92899082301. was found in iteration 2, time 4.402969532657153
Epochs 2, rate 25092.92899082301, time 4.413202402563911
Updated best error: 25074.412579428645. was found in iteration 3, time 4.3814553696684015
Epochs 3, rate 25074.412579428645, time 4.391611872564681
Epochs 4, rate 25078.882336705938, time 4.388292535728397
Updated best error: 25055.214676709908. was found in iteration 5, time 4.388328091219591
Epochs 5, rate 25055.214676709908, time 4.398441309171176
Epochs 6, rate 25070.378638789236, time 4.388235956121207
Epochs 7, rate 25088.21182803217, time 4.399261868038593
Epochs 8, rate 25072.059571047856, time 4.405781817295065
Epochs 9, rate 25066.88997713711, time 4.3740156153508
Epochs 10, rate 25098.793273570904, time 4.379975952120731
Epochs 11, rate 25084.41578791026, time 4.40998169355953
Epochs 12, rate 25073.108729086187, time 4.3893743501466815
Epochs 13, rate 25074.057762905257, time 4.384373702418088
Epochs 14, rate 25067.412830899237, time 4.389443296880927
Epochs 15, rate 25065.228706017722, time 4.421734792533243
Epochs 16, rate 25068.98105075669, time 4.397450083957665
Epochs 17, rate 25066.82264926024, time 4.405299808524433
Epochs 18, rate 25064.224842155552, time 4.395390648161992
Epochs 19, rate 25078.23971231156, time 4.3798303292023775
Epochs 20, rate 25062.808242407435, time 4.394255964278273
Epochs 21, rate 25072.308718491335, time 4.385323806935048
Epochs 22, rate 25071.721476400602, time 4.38231643087056
Epochs 23, rate 25072.871364139017, time 4.406971844073269
Epochs 24, rate 25071.80321900215, time 4.419078642869863
Epochs 25, rate 25069.78909541266, time 4.4017133417473815
Epochs 26, rate 25091.379185744623, time 4.398338662020251
Epochs 27, rate 25061.623503056497, time 4.3889214041264495
Epochs 28, rate 25069.918090068684, time 4.386586799762881
Epochs 29, rate 25068.461797350363, time 4.3789649395039305
Epochs 30, rate 25071.752332475142, time 4.3919293985454715
Epochs 31, rate 25065.09409278978, time 4.387538140992547
Epochs 32, rate 25074.4983330542, time 4.391046694872784
Epochs 33, rate 25072.179400081, time 4.404630437788001
Epochs 34, rate 25072.856507362623, time 4.382926130223495
Epochs 35, rate 25070.684766852966, time 4.607452863470826
Epochs 36, rate 25071.944751084142, time 5.31356386276093
Epochs 37, rate 25065.64917602665, time 4.936508098457125
Epochs 38, rate 25068.186333284033, time 5.500562858858757
Epochs 39, rate 25069.010968371338, time 5.20972390080351
Epochs 40, rate 25077.368378675572, time 4.518159425249905
Epochs 41, rate 25069.04631976382, time 4.421070986998529
Epochs 42, rate 25074.115146514643, time 4.398323512290517
Epochs 43, rate 25070.413246491775, time 4.383532119438314
Epochs 44, rate 25076.22412792453, time 4.402736103140342
Epochs 45, rate 25076.683750094286, time 4.395573372461513
Epochs 46, rate 25072.61605436499, time 4.407580925068032
Epochs 47, rate 25073.792510011157, time 4.407198162491113
Epochs 48, rate 25082.538733282072, time 4.396723824433138
Epochs 49, rate 25076.621006361147, time 4.38689072190391
Epochs 50, rate 25073.665723293947, time 4.394272041543445
Epochs 51, rate 25070.902598017885, time 4.387616672247532
Epochs 52, rate 25060.748907988247, time 4.418757097570051
Epochs 53, rate 25066.270547151384, time 4.403283348499826
Epochs 54, rate 25067.085788132714, time 4.389376823568455
Epochs 55, rate 25070.044040048026, time 4.440862409221154
Epochs 56, rate 25071.05924489259, time 4.393580409978313
Epochs 57, rate 25069.208309284702, time 4.404094322839228
Epochs 58, rate 25073.534073285333, time 4.4038939753845625
Epochs 59, rate 25077.121133267323, time 4.4317110445554135
Epochs 60, rate 25070.303946239103, time 4.403668584498519
Epochs 61, rate 25066.345691712362, time 4.389085577735386
Epochs 62, rate 25072.92603123932, time 4.408820729528088
Epochs 63, rate 25068.820214219286, time 4.3952938753973285
Epochs 64, rate 25074.137266385744, time 4.390134000910621
Epochs 65, rate 25073.09329037825, time 4.407576905752649
Epochs 66, rate 25073.707772431277, time 4.441003085288685
Epochs 67, rate 25064.16478788794, time 4.404680833828024
Epochs 68, rate 25071.06415368544, time 4.4033445657769335
Epochs 69, rate 25072.083532178734, time 4.403202652996697
Epochs 70, rate 25084.25685119416, time 4.39505518984879
Epochs 71, rate 25069.399226320624, time 4.385133971540199
Epochs 72, rate 25069.611481907166, time 4.4242072903580265
Epochs 73, rate 25068.92261909105, time 4.43783926506876
Epochs 74, rate 25065.23516134516, time 4.409982311917702
Epochs 75, rate 25079.81923988521, time 4.4091713375783
Epochs 76, rate 25072.941671038454, time 4.4307260029054305
Epochs 77, rate 25071.635037170407, time 4.397469562180049
Epochs 78, rate 25071.99810616243, time 4.411668569660833
Epochs 79, rate 25076.495767251487, time 4.411413806843484
Epochs 80, rate 25067.001504188855, time 4.399471490836731
Epochs 81, rate 25075.798024607164, time 4.406936597759341
Epochs 82, rate 25071.803689245575, time 4.407899069406994
Epochs 83, rate 25066.970059296884, time 4.391301457682857
Epochs 84, rate 25064.526945229194, time 4.3866616208797495
Epochs 85, rate 25084.048379899577, time 4.395733835935971
Epochs 86, rate 25076.241139768823, time 4.424095986218163
Epochs 87, rate 25076.564341156456, time 4.546439952497167
Epochs 88, rate 25073.94444041924, time 4.487054864595848
Epochs 89, rate 25067.92408314859, time 4.457579982074094
Epochs 90, rate 25069.750374770894, time 4.397308789531962
Epochs 91, rate 25076.368094806763, time 4.407313485949999
Epochs 92, rate 25069.00038025788, time 4.413188489543245
Epochs 93, rate 25076.255029876796, time 4.420946079015266
Epochs 94, rate 25067.48685252351, time 4.40952751083023
Epochs 95, rate 25077.83075769569, time 4.397118644959846
Epochs 96, rate 25072.567208241206, time 4.406616598353139
Epochs 97, rate 25081.35746648087, time 4.424560371830012
Epochs 98, rate 25074.008538364993, time 4.399202815005992
Epochs 99, rate 25074.640514325747, time 4.407650799334078
