Updated best error: 21060.12625134317. was found in iteration 0, time 2.069084316288354
Epochs 0, rate 21060.12625134317, time 2.077598773917998
Updated best error: 20570.061877443248. was found in iteration 1, time 2.105357717606239
Epochs 1, rate 20570.061877443248, time 2.1143866477068514
Epochs 2, rate 20842.20929707587, time 2.0902311756071867
Epochs 3, rate 20920.611577687676, time 2.0901619197102264
Epochs 4, rate 20877.152758765198, time 2.0795939006638946
Epochs 5, rate 20800.63079708089, time 2.0757641106611118
Epochs 6, rate 20860.936095675646, time 2.1055908379348693
Epochs 7, rate 20847.169393107582, time 2.076579413493164
Epochs 8, rate 20827.463173498123, time 2.092362031558878
Epochs 9, rate 20813.605833378304, time 2.0744176397274714
Epochs 10, rate 20838.788835779982, time 2.1638842177198967
Epochs 11, rate 20810.994542390643, time 2.1439663416240364
Epochs 12, rate 20792.641534681803, time 2.1151840182137676
Epochs 13, rate 20782.274043438236, time 2.1231991531094536
Epochs 14, rate 20837.56015898796, time 2.1217021124029998
Epochs 15, rate 20844.859176390248, time 2.0921808531566057
Epochs 16, rate 20878.277622625068, time 2.0821260698721744
Epochs 17, rate 20793.349369170995, time 2.0712841189670144
Epochs 18, rate 20771.667853195202, time 2.0824769870960154
Epochs 19, rate 20937.325914629364, time 2.1085740981070558
Epochs 20, rate 20834.185032252266, time 2.0927466491993982
Epochs 21, rate 20843.947861400837, time 2.0804447589762276
Epochs 22, rate 20861.99151099287, time 2.0983350446331315
Epochs 23, rate 20761.874414526617, time 2.0841839597851504
Epochs 24, rate 20881.831720000766, time 2.081227288930677
Epochs 25, rate 21001.418001072754, time 2.1039555946044857
Epochs 26, rate 20781.135140897557, time 2.0830845221935306
Epochs 27, rate 20927.045293921594, time 2.0840961531648645
Epochs 28, rate 20968.70551837468, time 2.1172626230545575
Epochs 29, rate 20887.389317538637, time 2.0779401066247374
Epochs 30, rate 20934.339408380678, time 2.1372843830031343
Epochs 31, rate 20886.07282828532, time 2.0724231313506607
Epochs 32, rate 20851.904062271416, time 2.094209371134639
Epochs 33, rate 20891.277172263, time 2.0955425474094227
Epochs 34, rate 20844.840747630402, time 2.0912168356153416
Epochs 35, rate 20927.46861133699, time 2.122277802161989
Epochs 36, rate 20955.61224753787, time 2.0921409691654844
Epochs 37, rate 20809.072571601224, time 2.1081690747087123
Epochs 38, rate 20737.61107087656, time 2.0877082817460177
Epochs 39, rate 20806.16339571017, time 2.094279245386133
Epochs 40, rate 20737.410631816914, time 2.1196188698813785
Epochs 41, rate 20783.39952517696, time 2.0894631770352134
Epochs 42, rate 20808.52474968084, time 2.090294247958809
Epochs 43, rate 20711.07657008949, time 2.0835312846611487
Epochs 44, rate 20735.2407316803, time 2.082474822847871
Epochs 45, rate 20858.584793989387, time 2.102747017124784
Epochs 46, rate 20774.551483889565, time 2.1042629176954506
Epochs 47, rate 20719.895207984413, time 2.0823922722775023
Epochs 48, rate 20850.26724762717, time 2.0897411282057874
Epochs 49, rate 20677.66514620697, time 2.0808287582622143
Epochs 50, rate 20776.2705228485, time 2.0923301862203516
Epochs 51, rate 20693.52867323677, time 2.079259369886131
Epochs 52, rate 20753.88482818004, time 2.087412707405747
Epochs 53, rate 20824.939361935205, time 2.0817160996230086
Epochs 54, rate 20851.22504714924, time 2.093901738844579
Epochs 55, rate 20694.543548624533, time 2.1128809500223724
Epochs 56, rate 20730.302448923663, time 2.0922810268821195
Epochs 57, rate 20859.82774096907, time 2.096661154020694
Epochs 58, rate 20894.886096982096, time 2.088423720022547
Epochs 59, rate 20794.5860178883, time 2.0832459132070653
Epochs 60, rate 20756.11353037636, time 2.1028020508383634
Epochs 61, rate 20866.3095806316, time 2.094203187560197
Epochs 62, rate 20849.65999486195, time 2.0980014413944446
Epochs 63, rate 20795.29192992031, time 2.0980716248304816
Epochs 64, rate 20892.542089175295, time 2.0966361105965916
Epochs 65, rate 20714.062174823455, time 2.0794479685573606
Epochs 66, rate 20742.738843540326, time 2.1052272444067057
Epochs 67, rate 20785.060532257452, time 2.074652615148807
Epochs 68, rate 20860.32362845782, time 2.1026350946340244
Epochs 69, rate 20792.1159834611, time 2.0978644754504785
Epochs 70, rate 20821.408956431747, time 2.111505725522875
Epochs 71, rate 20755.603159066457, time 2.0994799314066768
Epochs 72, rate 20869.440868569505, time 2.0997316024295287
Epochs 73, rate 20845.15521135651, time 2.0994987912708893
Epochs 74, rate 20923.466107092838, time 2.099557844296214
Epochs 75, rate 20833.06858038099, time 2.095588614945882
Epochs 76, rate 20748.715290463282, time 2.0953684800915653
Epochs 77, rate 20807.690583877844, time 2.0962428359489422
Epochs 78, rate 20754.028775997966, time 2.086062217160361
Epochs 79, rate 20906.07003815404, time 2.0915173568064347
Epochs 80, rate 20877.864847994417, time 2.094006859435467
Epochs 81, rate 20812.584335537722, time 2.1035734503821004
Epochs 82, rate 20778.114333258927, time 2.100902769350796
Epochs 83, rate 20770.338946099604, time 2.1020974337880034
Epochs 84, rate 20788.260186571104, time 2.092668117955327
Epochs 85, rate 20840.471500137017, time 2.095869657903677
Epochs 86, rate 20893.58643528285, time 2.076309500960633
Epochs 87, rate 20909.9672152754, time 2.092521567494259
Epochs 88, rate 20820.567854731253, time 2.085544962086715
Epochs 89, rate 20763.117730793878, time 2.0997492255846737
Epochs 90, rate 20845.75535685623, time 2.119432744628284
Epochs 91, rate 20815.820165847093, time 2.098378020396922
Epochs 92, rate 20810.860562356516, time 2.103404948269599
Epochs 93, rate 20814.523413660598, time 2.10363961449184
Epochs 94, rate 20960.96074936645, time 2.100169398720027
Epochs 95, rate 20857.782431626278, time 2.1251553233742015
Epochs 96, rate 20755.454604476796, time 2.109313652283163
Epochs 97, rate 20924.558535454813, time 2.088540280194138
Epochs 98, rate 20899.155661923014, time 2.0976480507379165
Epochs 99, rate 20816.134467424094, time 2.101061377732549
