Updated best error: 17359.982401581827. was found in iteration 0, time 6.755974945437629
Epochs 0, rate 17359.982401581827, time 6.769291558419354
Updated best error: 16890.695629460446. was found in iteration 1, time 6.7906304173811805
Epochs 1, rate 16890.695629460446, time 6.803129563268158
Updated best error: 16742.95547145313. was found in iteration 2, time 6.7582208156673005
Epochs 2, rate 16742.95547145313, time 6.7711617771710735
Epochs 3, rate 17004.88817483201, time 6.723477227948024
Epochs 4, rate 16789.35419273319, time 6.757920912845293
Updated best error: 16500.959675946084. was found in iteration 5, time 6.762630005556275
Epochs 5, rate 16500.959675946084, time 6.774921383723267
Epochs 6, rate 16776.86908951768, time 6.760528830709518
Epochs 7, rate 16906.299463275758, time 6.769276717866887
Epochs 8, rate 16608.551253240836, time 6.737407250402612
Epochs 9, rate 16930.483636230285, time 6.760726086387876
Epochs 10, rate 16514.055243022558, time 6.817229633743409
Updated best error: 16376.630981722717. was found in iteration 11, time 6.784826833943953
Epochs 11, rate 16376.630981722717, time 6.797423989322851
Epochs 12, rate 16395.942968104355, time 6.762834063134505
Updated best error: 16210.542328844265. was found in iteration 13, time 6.801488754732418
Epochs 13, rate 16210.542328844265, time 6.8136883069819305
Updated best error: 15775.53859670642. was found in iteration 14, time 6.752771550411126
Epochs 14, rate 15775.53859670642, time 6.764987179922173
Epochs 15, rate 16929.146259858182, time 6.75012529444939
Epochs 16, rate 16601.697566839208, time 6.748015153440065
Epochs 17, rate 16644.38967334939, time 6.773625308822375
Epochs 18, rate 16814.454882020444, time 6.757965743672685
Epochs 19, rate 16922.69555658417, time 6.752996632116265
Epochs 20, rate 16839.74940573849, time 6.779904099108535
Epochs 21, rate 16848.204133629228, time 6.761718239125912
Epochs 22, rate 16681.04381558849, time 6.762333194521489
Epochs 23, rate 16646.262244938105, time 6.761577563069295
Epochs 24, rate 16605.636052800277, time 6.780063325873925
Epochs 25, rate 16710.388123030214, time 6.739162145706359
Epochs 26, rate 16903.11714376439, time 6.757165899747633
Epochs 27, rate 16731.876874991252, time 6.757087059319019
Epochs 28, rate 16731.857620297364, time 6.8160210562782595
Epochs 29, rate 16557.26901503371, time 6.851937356797862
Epochs 30, rate 16654.205194460566, time 6.796731739392271
Epochs 31, rate 16927.630601570407, time 6.777612779696938
Epochs 32, rate 16731.27298069003, time 6.783629077704973
Epochs 33, rate 16699.50502253862, time 6.771188057304244
Epochs 34, rate 16565.10778411396, time 6.749373682323494
Epochs 35, rate 16785.557175062677, time 6.755951447892585
Epochs 36, rate 16781.13060363267, time 6.794814834735007
Epochs 37, rate 16679.70915395535, time 6.768021763680736
Epochs 38, rate 17063.95615660761, time 6.7989380348153645
Epochs 39, rate 16492.394717293046, time 6.751860093165305
Epochs 40, rate 16871.473518796916, time 6.769033394637518
Epochs 41, rate 16825.766291142325, time 6.734374830921297
Epochs 42, rate 16783.974912461672, time 6.792419631456141
Epochs 43, rate 16600.70853291345, time 6.786606154317269
Epochs 44, rate 16738.51082188275, time 6.823643225710839
Epochs 45, rate 16603.608808003602, time 6.784179724039859
Epochs 46, rate 16835.378308935815, time 6.795289423229406
Epochs 47, rate 16764.019581933593, time 6.7727605374821
Epochs 48, rate 16860.184040518037, time 6.810081743620685
