Updated best error: 2257.675347960737. was found in iteration 0, time 7.021224772221103
Epochs 0, rate 2257.675347960737, time 7.035018137937186
Updated best error: 1740.6980766018382. was found in iteration 1, time 7.012465445474845
Epochs 1, rate 1740.6980766018382, time 7.026749786125947
Updated best error: 1690.3740721567249. was found in iteration 2, time 7.01252511686198
Epochs 2, rate 1690.3740721567249, time 7.025522967146571
Updated best error: 1659.4658190676557. was found in iteration 3, time 7.000689467319717
Epochs 3, rate 1659.4658190676557, time 7.013390815738603
Updated best error: 1604.9539780779023. was found in iteration 4, time 7.031157120944954
Epochs 4, rate 1604.9539780779023, time 7.044591221627343
Epochs 5, rate 1617.662613359528, time 7.035524571780115
Epochs 6, rate 1656.9935885241969, time 7.0274361616639
Epochs 7, rate 1726.1035498613805, time 7.028581357607436
Epochs 8, rate 1693.9557550571299, time 7.039752583261361
Updated best error: 1580.5190313071182. was found in iteration 9, time 7.026768955172884
Epochs 9, rate 1580.5190313071182, time 7.039769897239239
Updated best error: 1562.0099372723296. was found in iteration 10, time 7.060956640544646
Epochs 10, rate 1562.0099372723296, time 7.073952326581093
Epochs 11, rate 1657.1594977279453, time 7.027701127355613
Epochs 12, rate 1781.2806405605443, time 7.041040619518753
Epochs 13, rate 1614.4142920508266, time 7.026774829557326
Epochs 14, rate 1735.7175712887297, time 7.050718514608889
Epochs 15, rate 1620.8291325664782, time 7.0360226578131915
Epochs 16, rate 1644.137400942433, time 7.031679013696703
Epochs 17, rate 1635.3602037676949, time 7.021419245290417
Epochs 18, rate 1628.47722368484, time 7.016379331934331
Epochs 19, rate 1650.1232237229606, time 7.03111538189205
Epochs 20, rate 1671.6968088438066, time 7.03637295667977
Epochs 21, rate 1595.6647687373024, time 7.034399472418045
Epochs 22, rate 1605.3481271425255, time 7.052609448299336
Epochs 23, rate 1645.882843687133, time 7.036729748288963
Epochs 24, rate 1628.49665821509, time 7.057675641799506
Updated best error: 1521.478100220583. was found in iteration 25, time 7.05166243556414
Epochs 25, rate 1521.478100220583, time 7.065350371523891
Epochs 26, rate 1654.2446152324494, time 7.0536303546177805
Epochs 27, rate 1621.01598342856, time 7.067782057833938
Epochs 28, rate 1675.7913307612446, time 7.12375783805328
Epochs 29, rate 1557.9868252749975, time 7.163500527612086
Updated best error: 1520.9760049173276. was found in iteration 30, time 7.048995155487319
