Updated best error: 2178.9252748895265. was found in iteration 0, time 6.403710941915051
Epochs 0, rate 2178.9252748895265, time 6.416547092012479
Updated best error: 1869.6506737808156. was found in iteration 1, time 6.408060460409615
Epochs 1, rate 1869.6506737808156, time 6.421103141532512
Epochs 2, rate 1887.50292706484, time 6.494791739140055
Epochs 3, rate 1881.4622301657903, time 6.387302547227591
Epochs 4, rate 1884.5685735177703, time 6.417923862405587
Updated best error: 1845.247600277294. was found in iteration 5, time 6.408181349062943
Epochs 5, rate 1845.247600277294, time 6.4215356817876454
Epochs 6, rate 1889.9335265370837, time 6.432097208089544
Epochs 7, rate 1885.0822036837592, time 6.382583251630422
Epochs 8, rate 1867.239526385927, time 6.412559930322459
Epochs 9, rate 1921.3236849681298, time 6.390197382424958
Epochs 10, rate 1985.6858674628857, time 6.378430988814216
Epochs 11, rate 1929.6089411956457, time 6.438933446610463
Updated best error: 1824.7070591739482. was found in iteration 12, time 6.416672309162095
Epochs 12, rate 1824.7070591739482, time 6.429373039223719
Epochs 13, rate 1989.9544625779122, time 6.417762162222061
Epochs 14, rate 1988.7613041093357, time 6.400648841299699
Epochs 15, rate 1953.3356825383514, time 6.45350625050196
Epochs 16, rate 2038.1832697325149, time 6.380128067772603
Epochs 17, rate 2011.674158976081, time 6.419738738259184
Epochs 18, rate 2035.2320991185036, time 6.399302988720592
Epochs 19, rate 2034.1718589998775, time 6.4060013338021236
Epochs 20, rate 2013.3204667938573, time 6.451571413519559
Epochs 21, rate 2014.5345983658488, time 6.414310806314461
Epochs 22, rate 1971.9730223101542, time 6.436437760421541
Epochs 23, rate 2024.1505418596391, time 6.47478914821113
Epochs 24, rate 2017.857527441969, time 6.467623634933261
Epochs 25, rate 2043.1717791220115, time 6.426586416375358
Epochs 26, rate 2046.43095942232, time 6.428387997570098
Epochs 27, rate 1964.2868817082442, time 6.423280374205206
Updated best error: 1814.8282491247044. was found in iteration 28, time 6.432691448528203
Epochs 28, rate 1814.8282491247044, time 6.445292623218847
Epochs 29, rate 1834.5052646806178, time 6.421984608503408
Epochs 30, rate 1969.5037332642185, time 6.434379252168583
Epochs 31, rate 1906.467444249133, time 6.4406648443691665
Epochs 32, rate 2076.3999013035736, time 6.427069661862333
Epochs 33, rate 1999.8424835165, time 6.439689387247199
Epochs 34, rate 1955.2503542800036, time 6.427046164317289
Epochs 35, rate 1935.6998711185176, time 6.428229079989251
Epochs 36, rate 1931.2244565745816, time 6.416114242572803
Epochs 37, rate 1914.4602929829928, time 6.437562241437263
Epochs 38, rate 1895.5616400751035, time 6.419821288829553
Epochs 39, rate 1850.0087050694149, time 6.432094734656857
Epochs 40, rate 1847.462425550305, time 6.449489407707006
Epochs 41, rate 1917.0270784925053, time 6.42773996014148
Epochs 42, rate 1820.5296441893145, time 6.430850292526884
Updated best error: 1788.7162546329412. was found in iteration 43, time 6.41438593660132
Epochs 43, rate 1788.7162546329412, time 6.428605659020832
Epochs 44, rate 1918.2238168949634, time 6.435043366873288
Epochs 45, rate 2053.3725467817258, time 6.440724206579034
Epochs 46, rate 2005.0034081844371, time 6.434805608863826
Epochs 47, rate 1997.0664570341, time 6.421698927864782
Epochs 48, rate 2005.917794933949, time 6.400151064459351
Epochs 49, rate 2156.44232669429, time 6.413517764303833
Epochs 50, rate 2032.2644398582897, time 6.41470748190477
Epochs 51, rate 2032.729215461969, time 6.426772541643004
Epochs 52, rate 1972.956148971424, time 6.402178036529222
Epochs 53, rate 2028.520959346339, time 6.401399216731079
Epochs 54, rate 2024.2584784305216, time 6.388863587810192
Epochs 55, rate 2021.482113760485, time 6.411857168350252
Epochs 56, rate 2018.7029746934172, time 6.411530057841446
Epochs 57, rate 1907.41345333063, time 6.384514996840153
Epochs 58, rate 1920.4193069992355, time 6.45615343398822
Epochs 59, rate 1900.7417052315338, time 6.466214400832541
Epochs 60, rate 1875.9394565134469, time 6.402262132993201
Epochs 61, rate 2104.9899057893326, time 6.436505779623985
Epochs 62, rate 2108.0404173247284, time 6.400642966924352
Epochs 63, rate 2105.8584817190654, time 6.424891192466021
Epochs 64, rate 2101.7821343484875, time 6.415905238114647
Epochs 65, rate 2113.2445259782826, time 6.459067438248894
Epochs 66, rate 2098.4583321190407, time 6.431464320368832
Epochs 67, rate 2153.880623697545, time 6.431833788286895
Epochs 68, rate 2143.58684618057, time 6.419488922299934
Epochs 69, rate 2141.7843921979693, time 6.452148339973064
Epochs 70, rate 2052.125309545864, time 6.416399923196877
Epochs 71, rate 2195.542048582844, time 6.432796569104539
Epochs 72, rate 1936.0650586617528, time 6.443412201580941
Epochs 73, rate 2006.3652451892376, time 6.406760366211529
Epochs 74, rate 2010.7294314367605, time 6.418180480279261
Epochs 75, rate 2005.0458265314876, time 6.470074799479335
Epochs 76, rate 1973.4025974496114, time 6.427534975009621
Epochs 77, rate 1958.6101365470424, time 6.448356578897801
Epochs 78, rate 1965.4627013752884, time 6.4708118802227546
Epochs 79, rate 2015.911765414765, time 6.436181142547866
Epochs 80, rate 2009.632364310187, time 6.5133136757795
Epochs 81, rate 1993.1181930934154, time 6.404780698372633
Epochs 82, rate 1973.1960545960192, time 6.459370123688132
Epochs 83, rate 1971.698731609547, time 6.412179331993684
Epochs 84, rate 1970.3632628714497, time 6.424293860240141
Epochs 85, rate 1969.0766521545581, time 6.421273807878606
Epochs 86, rate 1966.4756236910755, time 6.417199148767395
Epochs 87, rate 1966.8853711488002, time 6.640023547020974
Epochs 88, rate 1960.657905020107, time 6.443448375444859
Epochs 89, rate 1996.7940133257077, time 6.476282787960372
Epochs 90, rate 1983.4467819807578, time 6.465919754045899
Epochs 91, rate 1982.8491054706797, time 6.427649680117611
