Updated best error: 24136.44315852091. was found in iteration 0, time 3.6254022021603305
Epochs 0, rate 24136.44315852091, time 3.6357460670406
Epochs 1, rate 24145.79437282973, time 3.615295476949541
Epochs 2, rate 24488.942805333347, time 3.6239499922958203
Epochs 3, rate 24610.881466239203, time 3.628052477433812
Epochs 4, rate 24634.906759366448, time 3.6336251047905535
Epochs 5, rate 24699.05563756579, time 3.6593283227994107
Epochs 6, rate 24728.73250288139, time 3.6265072049573064
Epochs 7, rate 24723.138627010616, time 3.64297836276819
Epochs 8, rate 24752.296095670954, time 3.6304974584199954
Epochs 9, rate 24717.742363324054, time 3.6362964041763917
Epochs 10, rate 24691.356778000914, time 3.6300234882510267
Epochs 11, rate 24746.019704584625, time 3.6384244775108527
Epochs 12, rate 24720.16783899492, time 3.6235131235443987
Epochs 13, rate 24778.77596978054, time 3.631069128838135
Epochs 14, rate 24734.99671471048, time 3.6408422508102376
Epochs 15, rate 24704.683154311842, time 3.6236510169983376
Epochs 16, rate 24681.313827409904, time 3.627587782626506
Epochs 17, rate 24697.34479945941, time 3.6159667027241085
Epochs 18, rate 24729.170910608198, time 3.6327300339762587
Epochs 19, rate 24730.487600526387, time 3.632495367754018
Epochs 20, rate 24730.01067734158, time 3.619802985485876
Epochs 21, rate 24738.33847732164, time 3.6377755125286058
Epochs 22, rate 24776.255313021575, time 3.674434149841545
Epochs 23, rate 24776.842418781336, time 3.6231717908231076
Epochs 24, rate 24709.337044859785, time 3.640022310311906
Epochs 25, rate 24644.04201013285, time 3.625497738219565
Epochs 26, rate 24669.5519031263, time 3.636748422664823
Epochs 27, rate 24730.20341769448, time 3.6379480339528527
Epochs 28, rate 24766.464481956107, time 3.6405244156485423
Epochs 29, rate 24722.896459018822, time 3.6363999788591173
Epochs 30, rate 24747.373896814704, time 3.6394302340922877
Epochs 31, rate 24788.852310948616, time 3.639104360307101
Epochs 32, rate 24754.328411910818, time 3.615686587319942
Epochs 33, rate 24797.82923191193, time 3.6297541940875817
Epochs 34, rate 24777.03838029892, time 3.638104787271004
Epochs 35, rate 24770.306538657012, time 3.6369744318944868
Epochs 36, rate 24760.917101903517, time 3.6221635608235374
Epochs 37, rate 24813.801258295145, time 3.6440431724186055
Epochs 38, rate 24789.885998256916, time 3.6247915752755944
Epochs 39, rate 24743.33495043502, time 3.6672012357448693
Epochs 40, rate 24792.707582187646, time 3.6379260823014192
Epochs 41, rate 24842.065705507855, time 3.620303235773463
Epochs 42, rate 24785.855400055923, time 3.643928467296064
Epochs 43, rate 24775.25546451735, time 3.6274130969832186
Epochs 44, rate 24762.50520606696, time 3.6349496240436565
Epochs 45, rate 24804.623454087265, time 3.638729945552768
Epochs 46, rate 24809.78252365172, time 3.6334083708934486
Epochs 47, rate 24824.189169494388, time 3.6264988571347203
Epochs 48, rate 24842.229698578027, time 3.63691816147184
Epochs 49, rate 24832.042354978494, time 3.6249121547443792
Epochs 50, rate 24823.411305363123, time 3.6314509638759773
Epochs 51, rate 24814.381264932894, time 3.664380912465276
Epochs 52, rate 24778.97989553016, time 3.6472354370052926
Epochs 53, rate 24825.577749954897, time 3.6426113682973664
Epochs 54, rate 24782.48159509422, time 3.63431117113214
Epochs 55, rate 24801.680213622298, time 3.626517098658951
Epochs 56, rate 24806.69098952318, time 3.667979746358469
Epochs 57, rate 24829.960579674433, time 3.6593904675974045
Epochs 58, rate 24817.33552556151, time 3.634169567550998
Epochs 59, rate 24826.791416378375, time 3.6290010360535234
Epochs 60, rate 24834.99088591896, time 3.6310610902146436
Epochs 61, rate 24842.20268776982, time 3.6523891279357485
Epochs 62, rate 24848.92059656198, time 3.64893839036813
Epochs 63, rate 24854.60210443997, time 3.6376734837540425
Epochs 64, rate 24826.11590882999, time 3.6212434465705883
Epochs 65, rate 24788.60157454814, time 3.626000461925287
Epochs 66, rate 24825.77949343762, time 3.6349929089774378
Epochs 67, rate 24855.372543790218, time 3.621924256935017
Epochs 68, rate 24842.57049196059, time 3.6532372036599554
Epochs 69, rate 24845.28312136015, time 3.640981380973244
Epochs 70, rate 24840.179651920538, time 3.635725352098234
Epochs 71, rate 24803.32518699014, time 3.653194846236147
Epochs 72, rate 24834.573085812593, time 3.6786445381876547
Epochs 73, rate 24855.370175274555, time 3.6678205195930786
Epochs 74, rate 24790.239452055237, time 3.6463669555378146
Epochs 75, rate 24841.10841928584, time 3.627040846447926
Epochs 76, rate 24828.474754669336, time 3.6555606776091736
Epochs 77, rate 24793.94339237049, time 3.6505009768297896
Epochs 78, rate 24781.1794268812, time 3.6382207291026134
Epochs 79, rate 24822.409365901996, time 3.6434770671767183
Epochs 80, rate 24848.579265932163, time 3.6257027233368717
Epochs 81, rate 24841.122221898044, time 3.691991141444305
Epochs 82, rate 24791.28482782146, time 3.632778574945405
Epochs 83, rate 24756.760059589884, time 3.7745383119618054
Epochs 84, rate 24713.175847146922, time 3.642646923806751
Epochs 85, rate 24786.801638909903, time 3.6396534607338253
Epochs 86, rate 24825.110737391497, time 3.6779488872853108
Epochs 87, rate 24785.597144388565, time 3.6619220184802543
Epochs 88, rate 24788.029642437792, time 3.6367917075986043
Epochs 89, rate 24702.697299497882, time 3.7269925837463234
Epochs 90, rate 24750.197650000904, time 3.6388019840524066
Epochs 91, rate 24733.057252828545, time 3.6895399768836796
Epochs 92, rate 24652.810675298282, time 3.6628687220218126
Epochs 93, rate 24675.72223051695, time 3.6484081498056185
Epochs 94, rate 24751.88351575957, time 3.652154461684404
Epochs 95, rate 24719.11557177624, time 3.6448176637350116
Epochs 96, rate 24688.8373263282, time 3.6567191682115663
Epochs 97, rate 24690.964746530954, time 3.6394676446798258
Epochs 98, rate 24720.009184710834, time 3.6310610902146436
Epochs 99, rate 24636.524076398255, time 3.630338231625501
