Updated best error: 25601.778282722815. was found in iteration 0, time 9.41629913111683
Epochs 0, rate 25601.778282722815, time 9.446334244479658
Updated best error: 25033.490566381544. was found in iteration 1, time 9.47029802610632
Epochs 1, rate 25033.490566381544, time 9.49106892477721
Epochs 2, rate 25033.851763468174, time 9.311673238262301
Updated best error: 25021.52890103618. was found in iteration 3, time 9.259698841924546
Epochs 3, rate 25021.52890103618, time 9.280400484683923
Epochs 4, rate 25030.04025163376, time 9.387472595233703
Epochs 5, rate 25029.901158416433, time 9.693383679899853
Epochs 6, rate 25076.160053982298, time 9.426334745337954
Epochs 7, rate 25053.045474967403, time 9.327699797868263
Epochs 8, rate 25052.23538409111, time 9.586999490769813
Epochs 9, rate 25046.235918703667, time 9.372604835341917
Updated best error: 25015.492670540352. was found in iteration 10, time 9.349206231418066
Epochs 10, rate 25015.492670540352, time 9.371007620939054
Epochs 11, rate 25016.51619724206, time 9.365090259932913
Epochs 12, rate 25033.60627124172, time 9.437833081523422
Updated best error: 25015.140479818652. was found in iteration 13, time 9.338309246813878
Epochs 13, rate 25015.140479818652, time 9.338335836131591
Updated best error: 24977.142371613078. was found in iteration 14, time 9.385979573853547
Epochs 14, rate 24977.142371613078, time 9.409146603342379
Epochs 15, rate 25006.030265803096, time 9.494745980773587
Epochs 16, rate 24997.016795376854, time 9.398683704843279
Epochs 17, rate 25065.22544154433, time 9.414677491615294
Epochs 18, rate 25037.00701236882, time 9.255711371049983
Epochs 19, rate 25029.8381889197, time 9.352290902053937
Epochs 20, rate 25012.618264543347, time 9.501863262237748
Epochs 21, rate 25000.418550865445, time 9.3244793980557
Epochs 22, rate 25035.80982258701, time 9.325313560751965
Epochs 23, rate 25010.996738725724, time 9.274496418307535
Epochs 24, rate 25018.854280011295, time 9.498057588149095
Epochs 25, rate 25016.800991225264, time 9.347007047093939
Epochs 26, rate 25022.353478750763, time 9.269591306656366
Epochs 27, rate 25014.352079257616, time 9.231575995509047
Epochs 28, rate 25007.24537662192, time 9.197827652329579
Epochs 29, rate 25075.21624397651, time 9.40920998484944
Epochs 30, rate 24995.146169310985, time 9.362878399289912
Epochs 31, rate 25007.769898964878, time 9.276830713526579
Epochs 32, rate 25021.017622031122, time 9.22348820377374
Epochs 33, rate 25014.018709104486, time 9.364860849716933
Epochs 34, rate 25048.92803160973, time 9.533863202901557
Epochs 35, rate 25021.411379626206, time 9.50522557485965
Epochs 36, rate 25014.34117096661, time 9.52593525624252
Epochs 37, rate 25037.847198674925, time 9.330329667398473
Epochs 38, rate 25030.820215717293, time 9.425478940160247
Epochs 39, rate 25042.469968501468, time 9.660496707103448
Epochs 40, rate 25024.822869639447, time 9.50736261435668
Epochs 41, rate 25041.08024184804, time 9.383604157948866
Epochs 42, rate 24997.363730108227, time 9.450874525908148
Epochs 43, rate 25026.63885173363, time 9.69196331538842
Epochs 44, rate 25033.595711112303, time 9.61255708587123
Epochs 45, rate 25001.054622900436, time 9.401834539603442
Epochs 46, rate 25023.469562378286, time 9.349817785841879
Epochs 47, rate 25002.516866117992, time 9.386255051591434
