Updated best error: 22842.36385408717. was found in iteration 0, time 4.791013179943548
Epochs 0, rate 22842.36385408717, time 4.8025044050154975
Epochs 1, rate 23173.14895590773, time 4.782928170796367
Epochs 2, rate 23574.970732092486, time 4.755111410806421
Epochs 3, rate 23476.8345894053, time 4.782849948722287
Epochs 4, rate 23685.085525192026, time 4.794921810389496
Epochs 5, rate 23783.148589859084, time 4.773814525877242
Epochs 6, rate 23959.771273940496, time 4.7704457205254585
Epochs 7, rate 23968.267438045586, time 4.789210362039739
Epochs 8, rate 24040.96256349885, time 4.788581184475333
Epochs 9, rate 23666.389786180458, time 4.77410855430935
Epochs 10, rate 23456.36730880359, time 4.790755325360806
Epochs 11, rate 23741.721309347908, time 4.79252227859979
Epochs 12, rate 23816.666103094143, time 4.774341983822524
Epochs 13, rate 23895.13865440056, time 4.7905277702375315
Epochs 14, rate 23755.62129646011, time 4.773339937382843
Epochs 15, rate 23729.972265184384, time 4.757192798249889
Epochs 16, rate 23866.640424080422, time 4.8185232352116145
Epochs 17, rate 23852.061568843754, time 4.7916151498648105
Epochs 18, rate 23895.213486043176, time 4.7857370544661535
Epochs 19, rate 23885.823421407673, time 4.832931247132365
Epochs 20, rate 23887.601387423718, time 4.799227116411203
Epochs 21, rate 23828.007651739765, time 4.792485795580433
Epochs 22, rate 23796.778526498245, time 4.780325199782965
Epochs 23, rate 23940.478421533287, time 4.8158983125467785
Epochs 24, rate 23790.915366564615, time 4.798169417888857
Epochs 25, rate 23832.02430020771, time 4.780415170636843
Epochs 26, rate 24007.277422860025, time 4.784069038243615
Epochs 27, rate 24001.926778635283, time 4.793044480538811
Epochs 28, rate 23964.937238515387, time 4.806242678270792
Epochs 29, rate 23967.696474486405, time 4.7888118313858286
Epochs 30, rate 24114.280918107066, time 4.791274126342614
Epochs 31, rate 24130.558696176624, time 4.885357043589465
Epochs 32, rate 24074.022314894966, time 4.8797027932159835
Epochs 33, rate 24062.43018879405, time 4.885003652947489
Epochs 34, rate 24012.411851286164, time 4.797955157409888
Epochs 35, rate 24045.245946633284, time 4.805058835059754
Epochs 36, rate 24083.298559911094, time 4.775179547490552
Epochs 37, rate 24096.584671394867, time 4.8028550130693475
Epochs 38, rate 24076.980306203364, time 4.781868617210421
Epochs 39, rate 24033.93499673168, time 4.785709846793907
Epochs 40, rate 24079.24771460238, time 4.790635673401994
Epochs 41, rate 24059.785157476694, time 4.785335122855031
Epochs 42, rate 24013.231720334563, time 4.775202735865605
Epochs 43, rate 24168.710889235783, time 4.769727190461708
Epochs 44, rate 24040.48452061377, time 4.781563458353048
Epochs 45, rate 23946.630982890503, time 4.781724231012049
Epochs 46, rate 23987.21726144151, time 4.765585130502586
Epochs 47, rate 24076.544774338716, time 4.772969851110247
Epochs 48, rate 24132.424920679845, time 4.814116518740775
Epochs 49, rate 24098.689090824453, time 4.775806870005908
Epochs 50, rate 24125.448558144788, time 4.7982541327073704
Epochs 51, rate 24091.13507665919, time 4.812308135617059
Epochs 52, rate 24041.54911176165, time 4.786244106668164
