Updated best error: 4593.3153635570425. was found in iteration 0, time 4.58155795498169
Epochs 0, rate 4593.3153635570425, time 4.5931156533479225
Updated best error: 3341.13609862704. was found in iteration 1, time 4.615740075154463
Epochs 1, rate 3341.13609862704, time 4.626287379258429
Updated best error: 3201.566691191382. was found in iteration 2, time 4.629207567078993
Epochs 2, rate 3201.566691191382, time 4.645864231832093
Epochs 3, rate 3241.609468772105, time 4.584322317008628
Epochs 4, rate 3234.5302453670306, time 4.5066882967730635
Updated best error: 3199.4708706780366. was found in iteration 5, time 4.564356827475422
Epochs 5, rate 3199.4708706780366, time 4.578616743048769
Updated best error: 3190.319576074993. was found in iteration 6, time 4.5451868533782545
Epochs 6, rate 3190.319576074993, time 4.555756109133654
Epochs 7, rate 3214.856546047624, time 4.6381415794894565
Updated best error: 3179.761666902748. was found in iteration 8, time 4.562880192534067
Epochs 8, rate 3179.761666902748, time 4.588142522479757
Epochs 9, rate 3185.749347825106, time 4.605074974162562
Updated best error: 3169.4894330420057. was found in iteration 10, time 4.626734141711495
Epochs 10, rate 3169.4894330420057, time 4.637398005987052
Epochs 11, rate 3202.677808717759, time 4.578579332490335
Epochs 12, rate 3169.6401312310372, time 4.5693092434012215
Epochs 13, rate 3208.693239253396, time 4.595833020292048
Epochs 14, rate 3180.3571759770402, time 4.610962344886502
Epochs 15, rate 3174.4005363847555, time 4.571743712316675
Epochs 16, rate 3174.1354639478354, time 4.597534118584008
Epochs 17, rate 3173.8318620470886, time 4.59837075471296
Updated best error: 3168.044159788098. was found in iteration 18, time 4.587208495227969
Epochs 18, rate 3168.044159788098, time 4.597757036041003
Epochs 19, rate 3171.334871360066, time 4.561494146793848
Updated best error: 3165.811121609919. was found in iteration 20, time 4.60340572122368
Epochs 20, rate 3165.811121609919, time 4.613932619569823
Epochs 21, rate 3228.6758136194735, time 4.557836259860778
Epochs 22, rate 3293.3204448977713, time 4.533137870894279
Epochs 23, rate 3229.73532724659, time 4.518596294008603
Epochs 24, rate 3175.3688545707173, time 4.631719948891259
Epochs 25, rate 3185.9225553137544, time 4.565187589214474
Epochs 26, rate 3174.428752907763, time 4.62399605983228
Epochs 27, rate 3174.416984351274, time 4.53213551526278
Epochs 28, rate 3174.4034223106373, time 4.572268078496563
Epochs 29, rate 3174.3873542326505, time 4.579114829080936
Epochs 30, rate 3174.3676667322547, time 4.568921533980756
Epochs 31, rate 3174.3424951809525, time 4.57172825341695
Epochs 32, rate 3174.3084228899115, time 4.568190327605407
Epochs 33, rate 3174.2583587740623, time 4.534070661436999
Epochs 34, rate 3174.1745693199505, time 4.55743370988057
Epochs 35, rate 3173.9966901294183, time 4.561894841703179
Epochs 36, rate 3173.471195180632, time 4.56239509198349
Epochs 37, rate 3173.7420861253067, time 4.567869709841034
Epochs 38, rate 3169.9986540600257, time 4.614723188140488
Epochs 39, rate 3173.3179392770744, time 4.559888275376579
Epochs 40, rate 3171.977775131775, time 4.652709127345588
Epochs 41, rate 3173.588058458087, time 4.611870401167835
Epochs 42, rate 3171.381331665682, time 4.603867324229213
Epochs 43, rate 3209.8698161272087, time 4.5534771568345604
Epochs 44, rate 3174.362916393181, time 4.557920047140215
Epochs 45, rate 3174.336615988185, time 4.554972342470137
Epochs 46, rate 3174.297715233825, time 4.611915232002502
Epochs 47, rate 3174.233061195686, time 4.578340028587263
Epochs 48, rate 3174.102308248177, time 4.578472047665855
Epochs 49, rate 3173.721565297047, time 4.643539521166531
Epochs 50, rate 3177.926225885876, time 4.608463566910359
Epochs 51, rate 3174.4462557669394, time 4.691549635004776
Epochs 52, rate 3174.442768866251, time 4.6684639193772455
Epochs 53, rate 3174.439073523368, time 4.597680359853257
Epochs 54, rate 3174.435133139445, time 4.512192286558275
Epochs 55, rate 3174.4309039421983, time 4.593807903271227
Epochs 56, rate 3174.426331673773, time 4.582533412110934
Epochs 57, rate 3174.4213480065064, time 4.555118583739386
Epochs 58, rate 3174.415865386949, time 4.526824452659639
Epochs 59, rate 3174.4097694321654, time 4.573937949797255
Epochs 60, rate 3174.4029073985885, time 4.578498327806301
Epochs 61, rate 3174.3950701201966, time 4.635713603318436
Epochs 62, rate 3174.3859626328917, time 4.626903880533064
Epochs 63, rate 3174.375154223549, time 4.619748260949564
Epochs 64, rate 3174.361988809571, time 4.58582152195595
Epochs 65, rate 3174.345413174695, time 4.575269580178428
Epochs 66, rate 3174.323619102993, time 4.590739309933269
Epochs 67, rate 3174.2932115083468, time 4.686530436578323
Epochs 68, rate 3174.2469592856255, time 4.593245199008379
Epochs 69, rate 3174.1661734036966, time 4.576870813922142
Epochs 70, rate 3173.9825143909743, time 4.596383357435116
Epochs 71, rate 3173.024388697046, time 4.608056997611129
Epochs 72, rate 3219.444201171721, time 4.574195186040015
Epochs 73, rate 3174.436562776347, time 4.549765163719712
Epochs 74, rate 3174.4335438122102, time 4.654323037386348
