Updated best error: 25149.29230295325. was found in iteration 0, time 5.454307640318802
Epochs 0, rate 25149.29230295325, time 5.465822362919425
Updated best error: 24379.429108539996. was found in iteration 1, time 5.436254726948391
Epochs 1, rate 24379.429108539996, time 5.447517778517977
Updated best error: 24372.07063579988. was found in iteration 2, time 5.434609899080897
Epochs 2, rate 24372.07063579988, time 5.4461781095051265
Epochs 3, rate 24566.46342955772, time 5.426699884769732
Epochs 4, rate 24613.14824472036, time 5.439211088613774
Epochs 5, rate 24583.865946747082, time 5.422613786069633
Epochs 6, rate 24605.786623528056, time 5.449954411678846
Epochs 7, rate 24514.61165244298, time 5.464808876876305
Epochs 8, rate 24448.92761695498, time 5.455799115812624
Epochs 9, rate 24492.350628772198, time 5.470315649269651
Epochs 10, rate 24423.94793789094, time 5.570396313853962
Epochs 11, rate 24580.175367192307, time 5.569878131241239
Epochs 12, rate 24628.647566526313, time 5.454388026642846
Epochs 13, rate 24621.983081071583, time 5.463943796356034
Epochs 14, rate 24652.38547048501, time 5.463019353625896
Epochs 15, rate 24651.99042866179, time 5.514615625060287
Epochs 16, rate 24652.936420611175, time 5.460098547449888
Epochs 17, rate 24670.43300860998, time 5.470951010409408
Epochs 18, rate 24698.888055156884, time 5.464135177643584
Epochs 19, rate 24706.116940066302, time 5.451995605960292
Epochs 20, rate 24717.77561500528, time 5.4459193273769415
Epochs 21, rate 24695.400247369224, time 5.4679572381865
Epochs 22, rate 24630.149078798346, time 5.471435801780899
Epochs 23, rate 24646.40630985151, time 5.476848584009531
Epochs 24, rate 24662.923488030203, time 5.462080997878729
Epochs 25, rate 24658.212242391128, time 5.473719700926267
Epochs 26, rate 24702.942263636425, time 5.475672779428351
Epochs 27, rate 24688.165941410953, time 5.431493073944694
Epochs 28, rate 24658.967643615135, time 5.461583530202915
Epochs 29, rate 24699.706001214614, time 5.450982738273524
Epochs 30, rate 24650.40660328636, time 5.484663062266918
Epochs 31, rate 24697.885241474887, time 5.447192832260043
Epochs 32, rate 24749.68175861052, time 5.47384739151039
Epochs 33, rate 24746.222159939232, time 5.443285438543171
Epochs 34, rate 24749.066972353383, time 5.440576728592532
Epochs 35, rate 24719.557965854292, time 5.444101359735214
Epochs 36, rate 24734.067716476282, time 5.432734733477446
Epochs 37, rate 24764.95171013118, time 5.468216947848305
Epochs 38, rate 24684.64611002279, time 5.447183556915661
Epochs 39, rate 24713.38744195219, time 5.445123502766364
Epochs 40, rate 24698.272265133222, time 5.440208497391723
Epochs 41, rate 24715.448839266268, time 5.475985049380142
Epochs 42, rate 24741.73034818148, time 5.4525317209072455
Epochs 43, rate 24769.67314825323, time 5.4503844785140245
Epochs 44, rate 24771.45862691668, time 5.4552531071631165
Epochs 45, rate 24707.174383966838, time 5.482700399242276
Epochs 46, rate 24598.828851268354, time 5.449142200625829
Epochs 47, rate 24650.49718553911, time 5.468422551331969
Epochs 48, rate 24655.342034220834, time 5.488879015799284
Epochs 49, rate 24639.240455767318, time 5.452975391582186
Epochs 50, rate 24673.80198741631, time 5.447522107012446
Epochs 51, rate 24569.949994947907, time 5.439713503139501
Epochs 52, rate 24584.37988722092, time 5.460451010563702
Epochs 53, rate 24659.484683706396, time 5.446912098482244
Epochs 54, rate 24712.442069341712, time 5.44356957328182
Epochs 55, rate 24675.738176896084, time 5.445246246499664
Epochs 56, rate 24698.300782147224, time 5.460524285790598
Epochs 57, rate 24686.676157662943, time 5.452942000340045
Epochs 58, rate 24626.37773057365, time 5.467976407232527
Epochs 59, rate 24676.873241905385, time 5.4699041331250555
Epochs 60, rate 24691.870426503072, time 5.466952099953232
Epochs 61, rate 24727.273626804406, time 5.465761454819585
Epochs 62, rate 24731.98245691849, time 5.452909227453347
Epochs 63, rate 24697.915012856123, time 5.460572517585206
Epochs 64, rate 24698.903827575654, time 5.447832212717003
Epochs 65, rate 24712.705279342812, time 5.438462568263276
Epochs 66, rate 24709.239904306156, time 5.455393783230647
Epochs 67, rate 24693.44591322348, time 5.448694510634596
Epochs 68, rate 24727.759064594273, time 5.445145454415979
Epochs 69, rate 24724.5551148335, time 5.455209513041154
Epochs 70, rate 24712.66194378804, time 5.457775073499761
Epochs 71, rate 24744.693138838946, time 5.456960079841338
Epochs 72, rate 24732.306508326154, time 5.714287834364768
Epochs 73, rate 24758.4605621375, time 5.531666491981014
Epochs 74, rate 24707.91526538421, time 5.460363203963425
Epochs 75, rate 24626.408163672815, time 5.448364926704926
Epochs 76, rate 24668.54152077124, time 5.4731783299494055
Epochs 77, rate 24655.861054768047, time 5.462994310194517
Epochs 78, rate 24674.178470020153, time 5.461943104414786
Epochs 79, rate 24668.013616826403, time 5.459792461061625
Epochs 80, rate 24649.84202616444, time 5.448376984653805
Epochs 81, rate 24674.498749735263, time 5.457656967438197
