Updated best error: 25823.497150256175. was found in iteration 0, time 5.288059137121309
Epochs 0, rate 25823.497150256175, time 5.29955376315047
Updated best error: 25052.251655494165. was found in iteration 1, time 5.329620103526395
Epochs 1, rate 25052.251655494165, time 5.340709706128109
Epochs 2, rate 25079.27241261325, time 5.270886144833639
Epochs 3, rate 25060.145378544144, time 5.316374601505231
Epochs 4, rate 25061.95135902371, time 5.297509786265437
Updated best error: 25047.19405864632. was found in iteration 5, time 5.292202124604955
Epochs 5, rate 25047.19405864632, time 5.303693349647801
Epochs 6, rate 25057.54495033668, time 5.292194395180559
Epochs 7, rate 25053.541288370725, time 5.3459682084212545
Updated best error: 25036.946321937965. was found in iteration 8, time 5.331534843920963
Epochs 8, rate 25036.946321937965, time 5.342597857204964
Epochs 9, rate 25064.948185610225, time 5.305730524647515
Epochs 10, rate 25046.344273697818, time 5.332212871639058
Epochs 11, rate 25058.26900037941, time 5.302966162620578
Epochs 12, rate 25062.777283773594, time 5.282518973486731
Epochs 13, rate 25074.368363253932, time 5.324601832602639
Epochs 14, rate 25047.427220607227, time 5.332046224619262
Epochs 15, rate 25069.829550063805, time 5.3024383954762015
Epochs 16, rate 25069.7531557344, time 5.329920624673832
Epochs 17, rate 25067.77447001789, time 5.333112580119632
Epochs 18, rate 25057.05327078441, time 5.296290078375023
Epochs 19, rate 25056.592150711065, time 5.334353002952412
Epochs 20, rate 25082.525143592262, time 5.304388382210163
Epochs 21, rate 25066.113681800147, time 5.293490160867805
Epochs 22, rate 25067.385456087064, time 5.277835233398946
Epochs 23, rate 25075.253168972562, time 5.291360541625181
Epochs 24, rate 25064.531208705906, time 5.298697957972763
Epochs 25, rate 25066.82240026815, time 5.278402575320797
Epochs 26, rate 25065.55155081686, time 5.318908316607121
Epochs 27, rate 25072.801577516584, time 5.317987893184181
Epochs 28, rate 25070.173886585537, time 5.310980060807196
Epochs 29, rate 25068.00839570853, time 5.3291183073597495
Epochs 30, rate 25053.628133299026, time 5.363965469732648
Epochs 31, rate 25058.096122087398, time 5.305820804671384
Epochs 32, rate 25060.25790800733, time 5.321370611578459
Epochs 33, rate 25072.581569227612, time 5.344002762809396
Epochs 34, rate 25052.150731799768, time 5.308546210231725
Epochs 35, rate 25055.930032645916, time 5.323663476883667
Epochs 36, rate 25079.403445039163, time 5.669535840075696
Epochs 37, rate 25057.45227770484, time 5.3975388180988375
Epochs 38, rate 25069.884293688076, time 5.508895210572518
Epochs 39, rate 25061.47582833077, time 5.66297848027898
Epochs 40, rate 25076.386394372974, time 6.830668990442064
Epochs 41, rate 25064.873894019776, time 5.501271186047234
Epochs 42, rate 25074.537187037215, time 5.6382027967774775
Epochs 43, rate 25062.62393943904, time 5.590872256550938
Epochs 44, rate 25068.492743520903, time 5.6144696620467585
Epochs 45, rate 25061.855122433706, time 5.571225529711228
Epochs 46, rate 25063.21348774437, time 5.54099130560644
Epochs 47, rate 25067.24875080754, time 5.569579465140123
Epochs 48, rate 25063.243775285955, time 5.810655887471512
Epochs 49, rate 25066.52954269594, time 5.8152289417921565
Epochs 50, rate 25064.00552383109, time 5.616478701791493
Epochs 51, rate 25067.168628586674, time 5.875849505653605
Epochs 52, rate 25065.578974179916, time 5.618172688991763
Epochs 53, rate 25069.7631985348, time 5.594166859140387
Epochs 54, rate 25075.87948121878, time 5.724660452804528
Epochs 55, rate 25070.30263651008, time 5.667649853246985
Epochs 56, rate 25066.813705544282, time 5.562692830571905
Epochs 57, rate 25071.34253975506, time 5.6411613226810005
Epochs 58, rate 25064.57471458197, time 5.610463640477974
Epochs 59, rate 25073.14231065512, time 5.575408401171444
Epochs 60, rate 25059.286928914145, time 5.6440669791190885
Epochs 61, rate 25079.42859439872, time 5.642114828166086
Epochs 62, rate 25060.755987870398, time 5.740323418925982
Epochs 63, rate 25073.92683278241, time 5.753724128357135
Epochs 64, rate 25073.581843273445, time 5.661045498360181
Epochs 65, rate 25069.285572239343, time 5.635596424777759
Epochs 66, rate 25074.691437445075, time 6.176073567097774
Epochs 67, rate 25061.452367099813, time 5.887965889007319
Epochs 68, rate 25062.157040125887, time 6.075427724805195
Epochs 69, rate 25078.50792048618, time 5.673065108916489
Epochs 70, rate 25064.10676009866, time 6.000036173849367
Epochs 71, rate 25068.71053518459, time 5.905005007138243
Epochs 72, rate 25066.41744756292, time 6.225889899797039
Epochs 73, rate 25076.12743977258, time 6.045332630892517
Epochs 74, rate 25067.892611847943, time 5.819533629459329
Epochs 75, rate 25068.337250641234, time 5.684587251773337
Epochs 76, rate 25072.03083449782, time 5.69055655473494
Epochs 77, rate 25068.150304917956, time 5.73281440869323
Epochs 78, rate 25068.827550279395, time 5.982574099965859
Epochs 79, rate 25069.781431289193, time 6.614296522253426
Epochs 80, rate 25064.031904606636, time 7.044531241059303
Epochs 81, rate 25073.43181196474, time 6.681182272586739
Epochs 82, rate 25066.237306117477, time 6.732817500480451
Epochs 83, rate 25073.27891256061, time 6.545227355702082
Epochs 84, rate 25060.570878867387, time 6.028652468579821
Epochs 85, rate 25066.639174548396, time 6.440493250469444
Epochs 86, rate 25076.23254901705, time 6.709732094022911
Epochs 87, rate 25069.37113327494, time 6.430887703085318
Epochs 88, rate 25062.71588154672, time 6.047470597928623
Epochs 89, rate 25063.63679270197, time 5.9054619724920485
Epochs 90, rate 25065.36574241035, time 5.642431426618714
Epochs 91, rate 25068.857005488084, time 5.89917267014971
Epochs 92, rate 25066.35737563873, time 5.869490947428858
