Updated best error: 26787.036544649454. was found in iteration 0, time 4.1809505435485335
Epochs 0, rate 26787.036544649454, time 4.1914944466952875
Updated best error: 25292.68689492753. was found in iteration 1, time 4.197751285330014
Epochs 1, rate 25292.68689492753, time 4.207883981507621
Updated best error: 25244.137435690234. was found in iteration 2, time 4.146332791344321
Epochs 2, rate 25244.137435690234, time 4.156693042656116
Updated best error: 25158.3664086126. was found in iteration 3, time 4.147277330655925
Epochs 3, rate 25158.3664086126, time 4.157642219641275
Updated best error: 25142.375347121706. was found in iteration 4, time 4.175298148238653
Epochs 4, rate 25142.375347121706, time 4.185388487010641
Epochs 5, rate 25154.122313880045, time 4.21906324579686
Epochs 6, rate 25157.06417977048, time 4.23783221580743
Epochs 7, rate 25154.929030125277, time 4.202667836598266
Epochs 8, rate 25163.182964088093, time 4.207995285651123
Epochs 9, rate 25165.086161928513, time 4.1870422810425225
Epochs 10, rate 25151.822755238223, time 4.181197886089649
Epochs 11, rate 25150.07820090739, time 4.179290875130391
Epochs 12, rate 25165.007665042223, time 4.202672474268184
Epochs 13, rate 25157.64955056551, time 4.232320805742347
Epochs 14, rate 25157.844413903167, time 4.220188963514374
Epochs 15, rate 25155.06779177074, time 4.213614908076124
Epochs 16, rate 25152.53054370271, time 4.198022125408897
Epochs 17, rate 25152.58296401024, time 4.20475138828624
Epochs 18, rate 25146.627036046437, time 4.189423262134369
Epochs 19, rate 25152.98588376435, time 4.2781641989604395
Epochs 20, rate 25157.435650824355, time 4.218647091980529
Epochs 21, rate 25167.781346341388, time 4.319412277032825
Epochs 22, rate 25167.262730952505, time 4.3085421909163415
Epochs 23, rate 25155.16826166583, time 4.290421876703476
Epochs 24, rate 25162.97233956595, time 4.337491470545501
Epochs 25, rate 25158.95208248401, time 4.189368537598057
Epochs 26, rate 25165.032515225343, time 4.220841329453833
Epochs 27, rate 25159.98503571238, time 4.176315653599886
Epochs 28, rate 25155.487224952005, time 4.182086464148597
Epochs 29, rate 25167.465980053566, time 4.233970271281578
